ID_UNI;REGIONE;EDIZIONE;TIPO_ORG;Ambito
241-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione culturale;ANTROPOL, ARCHEOLO
242-cheFare 1 (2012);Lazio;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;FORMAZIO, PEDAGOGI
243-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Società cooperativa;APP_SOFT, SOCIOLOG, VIDEO
244-cheFare 1 (2012);Friuli Venezia Giulia;cheFare 1 (2012);Associazione culturale;CINEMA
245-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Altro tipo di organizzazione;EDITORIA, SOCIOLOG
246-cheFare 1 (2012);Toscana;cheFare 1 (2012);Organizzazione di volontariato/O.N.G.;INTEG_SO, SOCIOLOG, TURISMO
247-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione culturale;CINEMA, WEB
248-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Società cooperativa;ARTIPLAS, PERF_ART
249-cheFare 1 (2012);Lazio;cheFare 1 (2012);S.r.l.;EDITORIA
250-cheFare 1 (2012);Campania;cheFare 1 (2012);S.r.l.;LETTERAT, PEDAGOGI
251-cheFare 1 (2012);Sicilia;cheFare 1 (2012);Associazione;SOCIOLOG, VIDEO, WEB
252-cheFare 1 (2012);Piemonte e Valle dAosta;cheFare 1 (2012);Associazione culturale;INTEG_SO, LINGUE_S, PEDAGOGI
253-cheFare 1 (2012);Piemonte e Valle dAosta;cheFare 1 (2012);Società cooperativa;APP_SOFT, ARTIPLAS, FORMAZIO
254-cheFare 1 (2012);Piemonte e Valle dAosta;cheFare 1 (2012);Associazione culturale;FORMAZIO, SOCIOLOG
255-cheFare 1 (2012);Toscana;cheFare 1 (2012);società cooperativa a r.l.;PEDAGOGI, SOCIOLOG, WEB
256-cheFare 1 (2012);Lazio;cheFare 1 (2012);Associazione;RIV_ONLI
257-cheFare 1 (2012);Puglia;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;SPORT, TURISMO
258-cheFare 1 (2012);Non rilevabile;cheFare 1 (2012);S.r.l.;COMMERCI, WEB
259-cheFare 1 (2012);Piemonte e Valle dAosta;cheFare 1 (2012);Società cooperativa;ARTIPLAS, PEDAGOGI
260-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione culturale;ARTIPLAS, LETTERAT, PERF_ART
261-cheFare 1 (2012);Lombardia;cheFare 1 (2012);S.n.c.;EDITORIA, SOCIALNE
262-cheFare 1 (2012);Campania;cheFare 1 (2012);Organizzazione di volontariato/O.N.G.;PERF_ART, TEATRO, WEB
263-cheFare 1 (2012);Lazio;cheFare 1 (2012);Associazione;FOTOGRAF, INTEG_SO, VIDEO
264-cheFare 1 (2012);Lazio;cheFare 1 (2012);Associazione culturale;INTEG_SO, SOCIOLOG
265-cheFare 1 (2012);Emilia Romagna;cheFare 1 (2012);S.r.l.;INTEG_SO, SOCIOLOG, WEB
266-cheFare 1 (2012);Trentino Alto Adige;cheFare 1 (2012);Associazione culturale;VIDEO, WEB, TURISMO
267-cheFare 1 (2012);Veneto;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;COWORKIN, FORMAZIO, VIDEO
268-cheFare 1 (2012);Trentino Alto Adige;cheFare 1 (2012);Società cooperativa;RIV_ONLI, SOCIALNE, WEB
269-cheFare 1 (2012);Trentino Alto Adige;cheFare 1 (2012);Associazione sportiva;MUSICA
270-cheFare 1 (2012);Trentino Alto Adige;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;EDITORIA, PEDAGOGI, WEB
271-cheFare 1 (2012);Veneto;cheFare 1 (2012);Fondazione;INTEG_SO, TEATRO
272-cheFare 1 (2012);Calabria;cheFare 1 (2012);Associazione;EDITORIA, SOCIOLOG, WEB
273-cheFare 1 (2012);Lazio;cheFare 1 (2012);Associazione culturale;FORMAZIO, INTEG_SO, VIDEO
274-cheFare 1 (2012);Lombardia;cheFare 1 (2012);S.r.l.;EDITORIA, VIDEO, WEB
275-cheFare 1 (2012);Sicilia;cheFare 1 (2012);Associazione;FORMAZIO, SOCIOLOG
276-cheFare 1 (2012);Liguria;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;ARTIPLAS, MUSICA, PEDAGOGI
277-cheFare 1 (2012);Lombardia;cheFare 1 (2012);S.r.l.;DESIGN, INTEG_SO
278-cheFare 1 (2012);Campania;cheFare 1 (2012);Associazione;ANTROPOL, SOCIOLOG, WEB
279-cheFare 1 (2012);Trentino Alto Adige;cheFare 1 (2012);Associazione;FORMAZIO, RIV_ONLI
280-cheFare 1 (2012);Basilicata;cheFare 1 (2012);società cooperativa a r.l.;LETTERAT
281-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Società cooperativa;DESIGN, INTEG_SO
282-cheFare 1 (2012);Sardegna;cheFare 1 (2012);Altro tipo di organizzazione;ENOGASTR, PERF_ART
283-cheFare 1 (2012);Campania;cheFare 1 (2012);Altro tipo di organizzazione;EDITORIA, VIDEO, WEB
284-cheFare 1 (2012);Basilicata;cheFare 1 (2012);Consorzio;ARCHEOLO, ARCHITET, WEB
285-cheFare 1 (2012);Campania;cheFare 1 (2012);Altro tipo di organizzazione;EDITORIA, ENOGASTR, RIV_ONLI
286-cheFare 1 (2012);Emilia Romagna;cheFare 1 (2012);Associazione;ARTIPLAS, TURISMO
287-cheFare 1 (2012);Piemonte e Valle dAosta;cheFare 1 (2012);Associazione;INTEG_SO, VIDEO, WEB
288-cheFare 1 (2012);Lazio;cheFare 1 (2012);Associazione;ARTIPLAS, FOTOGRAF, PSICOLOG
289-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione culturale;FOTOGRAF, PITTURA, VIDEO
290-cheFare 1 (2012);Emilia Romagna;cheFare 1 (2012);Associazione culturale;COWORKIN, PERF_ART, TEATRO
291-cheFare 1 (2012);Emilia Romagna;cheFare 1 (2012);Società cooperativa;TEATRO
292-cheFare 1 (2012);Toscana;cheFare 1 (2012);Organizzazione di volontariato/O.N.G.;PEDAGOGI, SOCIOLOG, WEB
293-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Organizzazione di volontariato/O.N.G.;CINEMA
294-cheFare 1 (2012);Trentino Alto Adige;cheFare 1 (2012);Associazione culturale;EDITORIA, LETTERAT, SOCIALNE
295-cheFare 1 (2012);Veneto;cheFare 1 (2012);Associazione culturale;EDITORIA, FESTIVAL, LETTERAT
296-cheFare 1 (2012);Lazio;cheFare 1 (2012);Altro tipo di organizzazione;ARTIPLAS, INTEG_SO
297-cheFare 1 (2012);Abruzzo e Molise;cheFare 1 (2012);Associazione culturale;FESTIVAL, LETTERAT
298-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione;DANZA, MUSICA
299-cheFare 1 (2012);Lazio;cheFare 1 (2012);Associazione culturale;FESTIVAL, MUSICA, PERF_ART
300-cheFare 1 (2012);Toscana;cheFare 1 (2012);Associazione culturale;COWORKIN, SOCIALNE
301-cheFare 1 (2012);Trentino Alto Adige;cheFare 1 (2012);Società cooperativa;FILOSOFI, PEDAGOGI, WEB
302-cheFare 1 (2012);Non rilevabile;cheFare 1 (2012);S.r.l.;EDITORIA, ENOGASTR, FOTOGRAF
303-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione;ANTROPOL, FOTOGRAF
304-cheFare 1 (2012);Friuli Venezia Giulia;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;COWORKIN, CROWDFUN, WEB
305-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione;MUSICA, PEDAGOGI
306-cheFare 1 (2012);Non rilevabile;cheFare 1 (2012);Associazione;COWORKIN
307-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione culturale;ARTIPLAS, PEDAGOGI, SOCIALNE
308-cheFare 1 (2012);Non rilevabile;cheFare 1 (2012);Associazione culturale;FOTOGRAF, MUSICA
309-cheFare 1 (2012);Piemonte e Valle dAosta;cheFare 1 (2012);Altro tipo di organizzazione;AGRICOLT, ARCHITET, DESIGN
310-cheFare 1 (2012);Toscana;cheFare 1 (2012);Associazione culturale;ARCHEOLO, ARCHITET, TURISMO
311-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Altro tipo di organizzazione;APP_SOFT, INTEG_SO, SOCIALNE
312-cheFare 1 (2012);Lazio;cheFare 1 (2012);Associazione;AGRICOLT, ENOGASTR
313-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;COWORKIN
314-cheFare 1 (2012);Campania;cheFare 1 (2012);Società cooperativa;ARTIPLAS, COWORKIN, FORMAZIO
315-cheFare 1 (2012);Piemonte e Valle dAosta;cheFare 1 (2012);S.a.s.;CINEMA, SOCIOLOG, WEB
316-cheFare 1 (2012);Campania;cheFare 1 (2012);Fondazione;APP_SOFT, WEB
317-cheFare 1 (2012);Campania;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;FESTIVAL, INTEG_SO, SOCIOLOG
318-cheFare 1 (2012);Emilia Romagna;cheFare 1 (2012);Associazione culturale;EDITORIA, RIV_ONLI, TEATRO
319-cheFare 1 (2012);Piemonte e Valle dAosta;cheFare 1 (2012);S.r.l.;EDITORIA, WEB
320-cheFare 1 (2012);Lazio;cheFare 1 (2012);Altro tipo di organizzazione;PEDAGOGI, TURISMO
321-cheFare 1 (2012);Lombardia;cheFare 1 (2012);S.r.l.;ARTIPLAS, FESTIVAL, PERF_ART
322-cheFare 1 (2012);Piemonte e Valle dAosta;cheFare 1 (2012);Associazione culturale;ARTIPLAS, SOCIOLOG
323-cheFare 1 (2012);Piemonte e Valle dAosta;cheFare 1 (2012);Associazione;ANTROPOL, PEDAGOGI, SOCIOLOG
324-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;COWORKIN, WEB, TURISMO
325-cheFare 1 (2012);Campania;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;ANTROPOL, APP_SOFT, FOTOGRAF
326-cheFare 1 (2012);Marche;cheFare 1 (2012);Associazione culturale;CONCORSO, TURISMO
327-cheFare 1 (2012);Emilia Romagna;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;FESTIVAL, MUSICA, PERF_ART
328-cheFare 1 (2012);Toscana;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;COWORKIN, FESTIVAL, LETTERAT
329-cheFare 1 (2012);Campania;cheFare 1 (2012);Associazione culturale;PERF_ART, SPORT, TEATRO
330-cheFare 1 (2012);Campania;cheFare 1 (2012);Associazione culturale;TEATRO
331-cheFare 1 (2012);Sardegna;cheFare 1 (2012);Associazione culturale;LETTERAT, SOCIOLOG
332-cheFare 1 (2012);Piemonte e Valle dAosta;cheFare 1 (2012);S.r.l.;EDITORIA, SOCIOLOG, TURISMO
333-cheFare 1 (2012);Piemonte e Valle dAosta;cheFare 1 (2012);Associazione;LETTERAT, PEDAGOGI
334-cheFare 1 (2012);Sardegna;cheFare 1 (2012);Associazione culturale;EDITORIA, LETTERAT, TEATRO
335-cheFare 1 (2012);Marche;cheFare 1 (2012);Associazione culturale;ARTIPLAS, WEB, TURISMO
336-cheFare 1 (2012);Lazio;cheFare 1 (2012);Società cooperativa;INTEG_SO, PEDAGOGI, TEATRO
337-cheFare 1 (2012);Sardegna;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;INTEG_SO, RADIO, WEB
338-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;LETTERAT, PERF_ART, TEATRO
339-cheFare 1 (2012);Campania;cheFare 1 (2012);Fondazione;CINEMA, FORMAZIO, VIDEO
340-cheFare 1 (2012);Campania;cheFare 1 (2012);S.a.s.;VIDEO, WEB, TURISMO
341-cheFare 1 (2012);Toscana;cheFare 1 (2012);Associazione culturale;COMMERCI, COWORKIN, DESIGN
342-cheFare 1 (2012);Liguria;cheFare 1 (2012);Associazione;ARTIPLAS, PEDAGOGI, PERF_ART
343-cheFare 1 (2012);Non rilevabile;cheFare 1 (2012);Altro tipo di organizzazione;ARTIPLAS, DESIGN, WEB
344-cheFare 1 (2012);Piemonte e Valle dAosta;cheFare 1 (2012);S.r.l.;SOCIOLOG, WEB
345-cheFare 1 (2012);Sardegna;cheFare 1 (2012);Associazione;SOCIALNE, WEB
346-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Società cooperativa;ARCHITET, PERF_ART, TEATRO
347-cheFare 1 (2012);Emilia Romagna;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;COMMERCI, RADIO, WEB
348-cheFare 1 (2012);Veneto;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;WEB, TURISMO
349-cheFare 1 (2012);Lazio;cheFare 1 (2012);Associazione culturale;RIV_CART, RIV_ONLI
350-cheFare 1 (2012);Basilicata;cheFare 1 (2012);Associazione;ANTROPOL, MUSICA, SOCIOLOG
351-cheFare 1 (2012);Campania;cheFare 1 (2012);Associazione;INTEG_SO, PEDAGOGI, SOCIOLOG
352-cheFare 1 (2012);Campania;cheFare 1 (2012);Fondazione;RIV_ONLI, SOCIOLOG, WEB
353-cheFare 1 (2012);Emilia Romagna;cheFare 1 (2012);Associazione culturale;FESTIVAL, LETTERAT
354-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;PERF_ART, WEB
355-cheFare 1 (2012);Emilia Romagna;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;INTEG_SO, PEDAGOGI, TEATRO
356-cheFare 1 (2012);Piemonte e Valle dAosta;cheFare 1 (2012);Associazione culturale;CINEMA, VIDEO
357-cheFare 1 (2012);Lazio;cheFare 1 (2012);Associazione culturale;COWORKIN, FESTIVAL, PERF_ART
358-cheFare 1 (2012);Emilia Romagna;cheFare 1 (2012);Associazione culturale;DANZA, SOCIOLOG
359-cheFare 1 (2012);Trentino Alto Adige;cheFare 1 (2012);Associazione culturale;APP_SOFT, PERF_ART, TURISMO
360-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione culturale;COWORKIN
361-cheFare 1 (2012);Emilia Romagna;cheFare 1 (2012);società cooperativa a r.l.;APP_SOFT, PEDAGOGI, RIV_ONLI
362-cheFare 1 (2012);Piemonte e Valle dAosta;cheFare 1 (2012);Associazione;EDITORIA, INTEG_SO
363-cheFare 1 (2012);Lazio;cheFare 1 (2012);Fondazione;ANTROPOL, ENOGASTR, FESTIVAL
364-cheFare 1 (2012);Piemonte e Valle dAosta;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;DANZA, MUSICA, TEATRO
365-cheFare 1 (2012);Abruzzo e Molise;cheFare 1 (2012);Associazione culturale;DANZA, FESTIVAL, MUSICA
366-cheFare 1 (2012);Abruzzo e Molise;cheFare 1 (2012);Associazione culturale;ARCHITET, FORMAZIO, RESTAURO
367-cheFare 1 (2012);Puglia;cheFare 1 (2012);S.r.l.;SOCIALNE, VIDEO, TURISMO
368-cheFare 1 (2012);Veneto;cheFare 1 (2012);Associazione culturale;ANTROPOL, WEB
369-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione culturale;FILOSOFI, SOCIOLOG, WEB
370-cheFare 1 (2012);Lazio;cheFare 1 (2012);Comitato;FORMAZIO, TEATRO
371-cheFare 1 (2012);Puglia;cheFare 1 (2012);Associazione;MUSICA
372-cheFare 1 (2012);Lazio;cheFare 1 (2012);Fondazione;ARTIPLAS
373-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione;ARTIPLAS, INTEG_SO, WEB
374-cheFare 1 (2012);Emilia Romagna;cheFare 1 (2012);S.r.l.;APP_SOFT, LETTERAT, SOCIALNE
375-cheFare 1 (2012);Lazio;cheFare 1 (2012);Associazione culturale;COMMERCI, TURISMO
376-cheFare 1 (2012);Campania;cheFare 1 (2012);Associazione;FESTIVAL, LETTERAT, SOCIOLOG
377-cheFare 1 (2012);Piemonte e Valle dAosta;cheFare 1 (2012);S.n.c.;CONCORSO, VIDEO, WEB
378-cheFare 1 (2012);Lazio;cheFare 1 (2012);Associazione culturale;ARCHITET, EDITORIA
379-cheFare 1 (2012);Lombardia;cheFare 1 (2012);S.r.l.;SOCIOLOG, VIDEO, WEB
380-cheFare 1 (2012);Trentino Alto Adige;cheFare 1 (2012);Società cooperativa;ARTIPLAS, SOCIALNE
381-cheFare 1 (2012);Non rilevabile;cheFare 1 (2012);Associazione culturale;EDITORIA, FESTIVAL
382-cheFare 1 (2012);Emilia Romagna;cheFare 1 (2012);Organizzazione di volontariato/O.N.G.;TEATRO, VIDEO, WEB
383-cheFare 1 (2012);Puglia;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;COWORKIN, FILOSOFI, FORMAZIO
384-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;FOTOGRAF, LETTERAT, SOCIOLOG
385-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Altro tipo di organizzazione;APP_SOFT, SOCIALNE, WEB
386-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;ARTIPLAS, CONCORSO, FOTOGRAF
387-cheFare 1 (2012);Non rilevabile;cheFare 1 (2012);Comitato;AGRICOLT, COMMERCI, ENOGASTR
388-cheFare 1 (2012);Toscana;cheFare 1 (2012);Associazione culturale;COWORKIN
389-cheFare 1 (2012);Lazio;cheFare 1 (2012);Associazione;CONCORSO, DESIGN, FORMAZIO
390-cheFare 1 (2012);Toscana;cheFare 1 (2012);Associazione sportiva;PERF_ART, SOCIOLOG, TEATRO
391-cheFare 1 (2012);Emilia Romagna;cheFare 1 (2012);Associazione;INTEG_SO, WEB
392-cheFare 1 (2012);Piemonte e Valle dAosta;cheFare 1 (2012);Associazione culturale;ANTROPOL, FOTOGRAF, TEATRO
393-cheFare 1 (2012);Sicilia;cheFare 1 (2012);Associazione;FESTIVAL, VIDEO
394-cheFare 1 (2012);Marche;cheFare 1 (2012);Altro tipo di organizzazione;ANTROPOL, LETTERAT, WEB
395-cheFare 1 (2012);Liguria;cheFare 1 (2012);Associazione culturale;FESTIVAL, TURISMO
396-cheFare 1 (2012);Lazio;cheFare 1 (2012);Associazione culturale;INTEG_SO, MUSICA
397-cheFare 1 (2012);Marche;cheFare 1 (2012);S.r.l.;FOTOGRAF, PITTURA
398-cheFare 1 (2012);Campania;cheFare 1 (2012);Altro tipo di organizzazione;EDITORIA, ENOGASTR, RIV_ONLI
399-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione;FORMAZIO, WEB
400-cheFare 1 (2012);Calabria;cheFare 1 (2012);Associazione;ARTIPLAS, PERF_ART
401-cheFare 1 (2012);Veneto;cheFare 1 (2012);Associazione;COWORKIN, SOCIOLOG
402-cheFare 1 (2012);Campania;cheFare 1 (2012);Associazione culturale;FORMAZIO, RIV_CART, WEB
403-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione;ANTROPOL, INTEG_SO, SOCIOLOG
404-cheFare 1 (2012);Calabria;cheFare 1 (2012);S.r.l.;ARCHEOLO, LETTERAT, SOCIALNE
405-cheFare 1 (2012);Emilia Romagna;cheFare 1 (2012);S.r.l.;COWORKIN
406-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione culturale;ARTIPLAS, FORMAZIO, WEB
407-cheFare 1 (2012);Emilia Romagna;cheFare 1 (2012);Società cooperativa;SOCIOLOG
408-cheFare 1 (2012);Toscana;cheFare 1 (2012);Associazione culturale;COWORKIN, INTEG_SO, WEB
409-cheFare 1 (2012);Toscana;cheFare 1 (2012);Comitato;FOTOGRAF, RIV_ONLI, VIDEO
410-cheFare 1 (2012);Sardegna;cheFare 1 (2012);Fondazione di partecipazione;ARTIPLAS, MUSICA, PERF_ART
411-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione culturale;FESTIVAL
412-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;FORMAZIO, WEB, TURISMO
413-cheFare 1 (2012);Veneto;cheFare 1 (2012);Altro tipo di organizzazione;EDITORIA, RIV_ONLI
414-cheFare 1 (2012);Puglia;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;COWORKIN, DESIGN
415-cheFare 1 (2012);Lazio;cheFare 1 (2012);S.r.l.;COMMERCI, SOCIALNE
416-cheFare 1 (2012);Liguria;cheFare 1 (2012);Associazione culturale;MUSICA, PERF_ART, SOCIALNE
417-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;ARCHITET, COWORKIN, SOCIOLOG
418-cheFare 1 (2012);Puglia;cheFare 1 (2012);Associazione culturale;PEDAGOGI, RIV_CART
419-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Altro tipo di organizzazione;CINEMA, MUSICA, SOCIALNE
420-cheFare 1 (2012);Emilia Romagna;cheFare 1 (2012);Associazione culturale;WEB, TURISMO
421-cheFare 1 (2012);Marche;cheFare 1 (2012);Associazione culturale;ARCHITET, SOCIOLOG, WEB
422-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione culturale;MUSICA, SOCIOLOG, TEATRO
423-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione culturale;TEATRO, WEB
424-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione culturale;WEB, TURISMO
425-cheFare 1 (2012);Trentino Alto Adige;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;RIV_ONLI, WEB
426-cheFare 1 (2012);Emilia Romagna;cheFare 1 (2012);S.a.s.;COWORKIN, WEB
427-cheFare 1 (2012);Lazio;cheFare 1 (2012);S.r.l.;CONCORSO, COWORKIN
428-cheFare 1 (2012);Veneto;cheFare 1 (2012);Associazione culturale;ENOGASTR, TEATRO
429-cheFare 1 (2012);Lazio;cheFare 1 (2012);S.r.l.;CONCORSO, FESTIVAL
430-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione;FORMAZIO, INTEG_SO, PEDAGOGI
431-cheFare 1 (2012);Lombardia;cheFare 1 (2012);S.r.l.;APP_SOFT, ARCHITET, TURISMO
432-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione;LETTERAT, WEB
433-cheFare 1 (2012);Emilia Romagna;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;ARTIPLAS, CONCORSO
434-cheFare 1 (2012);Puglia;cheFare 1 (2012);Associazione culturale;
435-cheFare 1 (2012);Lazio;cheFare 1 (2012);Associazione culturale;LETTERAT, PEDAGOGI, WEB
436-cheFare 1 (2012);Veneto;cheFare 1 (2012);Associazione culturale;APP_SOFT, ARTIPLAS, SOCIOLOG
437-cheFare 1 (2012);Puglia;cheFare 1 (2012);Associazione culturale;APP_SOFT, FUNDRAIS, WEB
438-cheFare 1 (2012);Puglia;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;EDITORIA
439-cheFare 1 (2012);Piemonte e Valle dAosta;cheFare 1 (2012);S.n.c.;FORMAZIO, RADIO, WEB
440-cheFare 1 (2012);Campania;cheFare 1 (2012);Associazione culturale;FESTIVAL, LETTERAT, PERF_ART
441-cheFare 1 (2012);Piemonte e Valle dAosta;cheFare 1 (2012);Associazione;ARCHITET, VIDEO
442-cheFare 1 (2012);Liguria;cheFare 1 (2012);Associazione culturale;ANTROPOL, DIDATTIC, TURISMO
443-cheFare 1 (2012);Sicilia;cheFare 1 (2012);Consorzio;FORMAZIO, SOCIALNE, WEB
444-cheFare 1 (2012);Non rilevabile;cheFare 1 (2012);S.r.l.;AGRICOLT, INTEG_SO, PEDAGOGI
445-cheFare 1 (2012);Basilicata;cheFare 1 (2012);S.r.l.;EDITORIA, LETTERAT, TEATRO
446-cheFare 1 (2012);Sardegna;cheFare 1 (2012);Altro tipo di organizzazione;LETTERAT, WEB, TURISMO
447-cheFare 1 (2012);Basilicata;cheFare 1 (2012);Fondazione;ANTROPOL, ARTIPLAS, VIDEO
448-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione;SOCIOLOG, WEB
449-cheFare 1 (2012);Campania;cheFare 1 (2012);Associazione culturale;MUSICA
450-cheFare 1 (2012);Campania;cheFare 1 (2012);Altro tipo di organizzazione;CINEMA, PERF_ART, TEATRO
451-cheFare 1 (2012);Lazio;cheFare 1 (2012);S.r.l.;ARTIPLAS, EDITORIA, WEB
452-cheFare 1 (2012);Lazio;cheFare 1 (2012);S.r.l.;LETTERAT, MUSICA
453-cheFare 1 (2012);Emilia Romagna;cheFare 1 (2012);Associazione culturale;LETTERAT, VIDEO, WEB
454-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;RIV_ONLI
455-cheFare 1 (2012);Lombardia;cheFare 1 (2012);S.r.l.;SOCIALNE
456-cheFare 1 (2012);Liguria;cheFare 1 (2012);Altro tipo di organizzazione;COMMERCI, FESTIVAL, MUSICA
457-cheFare 1 (2012);Lombardia;cheFare 1 (2012);S.r.l.;ARTIPLAS, COMMERCI, DESIGN
458-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione culturale;AGRICOLT, MODA, TEATRO
459-cheFare 1 (2012);Lombardia;cheFare 1 (2012);società cooperativa a r.l.;DESIGN, SOCIOLOG
460-cheFare 1 (2012);Sicilia;cheFare 1 (2012);società cooperativa a r.l.;INTEG_SO
461-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Altro tipo di organizzazione;CONCORSO, ENOGASTR
462-cheFare 1 (2012);Sicilia;cheFare 1 (2012);Associazione;AGRICOLT, COMMERCI, COWORKIN
463-cheFare 1 (2012);Non rilevabile;cheFare 1 (2012);Altro tipo di organizzazione;ARTIPLAS, LETTERAT, WEB
464-cheFare 1 (2012);Lombardia;cheFare 1 (2012);Associazione culturale;ARTIPLAS, INTEG_SO, PERF_ART
465-cheFare 1 (2012);Sicilia;cheFare 1 (2012);Associazione culturale;FORMAZIO, LINGUE_S, WEB
466-cheFare 1 (2012);Emilia Romagna;cheFare 1 (2012);Fondazione;APP_SOFT, INTEG_SO, TURISMO
467-cheFare 1 (2012);Puglia;cheFare 1 (2012);S.r.l.;WEB
468-cheFare 1 (2012);Liguria;cheFare 1 (2012);Associazione;PEDAGOGI, WEB, TURISMO
469-cheFare 1 (2012);Puglia;cheFare 1 (2012);Associazione culturale;FESTIVAL, VIDEO, WEB
470-cheFare 1 (2012);Toscana;cheFare 1 (2012);Associazione culturale;ARCHEOLO, ARCHITET
471-cheFare 1 (2012);Lazio;cheFare 1 (2012);Associazione culturale;INTEG_SO, PSICOLOG
472-cheFare 1 (2012);Puglia;cheFare 1 (2012);Associazione culturale;APP_SOFT, FORMAZIO
473-cheFare 1 (2012);Piemonte e Valle dAosta;cheFare 1 (2012);Associazione culturale;COWORKIN
474-cheFare 1 (2012);Lazio;cheFare 1 (2012);S.r.l.;CINEMA, FOTOGRAF, WEB
475-cheFare 1 (2012);Lazio;cheFare 1 (2012);Altro tipo di organizzazione;ARTIPLAS, LETTERAT, WEB
476-cheFare 1 (2012);Umbria;cheFare 1 (2012);Associazione di Promozione Sociale/Consorzio di cooperative sociali;PERF_ART, WEB
477-cheFare 1 (2012);Calabria;cheFare 1 (2012);S.a.s.;FOTOGRAF, SOCIOLOG, VIDEO
