ID;ID_PROG;PROV;TEAM;EDIZIONE;Ambito;AGIURID
77-1;77;Altra provincia italiana;2;iC3;AUDIOVIS, SPETTAC, DIST_COM, EDUCAZ; 
77-2;77;Non rilevabile; ;iC3;; 
77-3;77;Non rilevabile; ;iC3;; 
78-1;78;Altra provincia italiana;1;iC3;AUDIOVIS, PATRIMON, EDUCAZ, FRUIZ; 
78-2;78;Non rilevabile; ;iC3;; 
79-1;79;Altra provincia italiana;2;iC3;AM_ALTRO, PRODUZ; 
79-2;79;Non rilevabile; ;iC3;; 
79-3;79;Non rilevabile; ;iC3;; 
80-1;80;Milano;2;iC3;ARTI_VIS, DESIGN, PARTECIP, PRODUZ; 
80-2;80;Non rilevabile; ;iC3;; 
80-3;80;Non rilevabile; ;iC3;; 
81-1;81;Milano;3;iC3;PATRIMON, SPETTAC, PROMOZ, RIC_FORM; 
81-2;81;Non rilevabile; ;iC3;; 
81-3;81;Non rilevabile; ;iC3;; 
81-4;81;Non rilevabile; ;iC3;; 
82-1;82;Altra provincia italiana;1;iC3;ARCH_BIB, PATRIMON, PARTECIP, PROMOZ; 
82-2;82;Non rilevabile; ;iC3;; 
83-1;83;Milano;3;iC3;ARTI_VIS, AM_ALTRO, FRUIZ, PROMOZ; 
83-2;83;Non rilevabile; ;iC3;; 
83-3;83;Non rilevabile; ;iC3;; 
83-4;83;Non rilevabile; ;iC3;; 
84-1;84;Milano;2;iC3;AM_ALTRO, EDUCAZ, RIC_FORM; 
84-2;84;Non rilevabile; ;iC3;; 
84-3;84;Non rilevabile; ;iC3;; 
85-1;85;Milano;5;iC3;ARTI_VIS, SPETTAC, EDUCAZ, PRODUZ; 
85-2;85;Non rilevabile; ;iC3;; 
85-3;85;Non rilevabile; ;iC3;; 
85-4;85;Non rilevabile; ;iC3;; 
85-5;85;Non rilevabile; ;iC3;; 
85-6;85;Non rilevabile; ;iC3;; 
86-1;86;Altra provincia italiana;2;iC3;ARTIGIAN, DESIGN, DIST_COM, PROMOZ; 
86-2;86;Non rilevabile; ;iC3;; 
86-3;86;Non rilevabile; ;iC3;; 
87-1;87;Varese;3;iC3;ARTI_VIS, AM_ALTRO, PROMOZ; 
87-2;87;Non rilevabile; ;iC3;; 
87-3;87;Non rilevabile; ;iC3;; 
87-4;87;Non rilevabile; ;iC3;; 
88-1;88;Altra provincia italiana;2;iC3;ARTI_VIS, AUDIOVIS, FUNDRAIS, PRODUZ; 
88-2;88;Non rilevabile; ;iC3;; 
88-3;88;Non rilevabile; ;iC3;; 
89-1;89;Altra provincia italiana;1;iC3;PATRIMON, SPETTAC, FRUIZ, PROMOZ; 
89-2;89;Non rilevabile; ;iC3;; 
90-1;90;Altra provincia italiana;3;iC3;ARTIGIAN, PATRIMON, CONSERV, PARTECIP; 
90-2;90;Non rilevabile; ;iC3;; 
90-3;90;Non rilevabile; ;iC3;; 
90-4;90;Non rilevabile; ;iC3;; 
91-1;91;Altra provincia italiana;4;iC3;ARTI_VIS, EDITORIA, FRUIZ, PARTECIP; 
91-2;91;Non rilevabile; ;iC3;; 
91-3;91;Non rilevabile; ;iC3;; 
91-4;91;Non rilevabile; ;iC3;; 
91-5;91;Non rilevabile; ;iC3;; 
92-1;92;Milano;2;iC3;ARTI_VIS, DESIGN, EDUCAZ, FRUIZ; 
92-2;92;Non rilevabile; ;iC3;; 
92-3;92;Non rilevabile; ;iC3;; 
93-1;93;Altra provincia italiana;3;iC3;ARTI_VIS, PATRIMON, PARTECIP, PROMOZ; 
93-2;93;Non rilevabile; ;iC3;; 
93-3;93;Non rilevabile; ;iC3;; 
93-4;93;Non rilevabile; ;iC3;; 
94-1;94;Altra provincia italiana;3;iC3;ARCHITET, PATRIMON, CONSERV, FRUIZ; 
94-2;94;Non rilevabile; ;iC3;; 
94-3;94;Non rilevabile; ;iC3;; 
94-4;94;Non rilevabile; ;iC3;; 
95-1;95;Milano;4;iC3;PATRIMON, AM_ALTRO, FRUIZ, PARTECIP; 
95-2;95;Non rilevabile; ;iC3;; 
95-3;95;Non rilevabile; ;iC3;; 
95-4;95;Non rilevabile; ;iC3;; 
95-5;95;Non rilevabile; ;iC3;; 
96-1;96;Altra provincia italiana;2;iC3;ARCHITET, AUDIOVIS, EDUCAZ, PROMOZ; 
96-2;96;Non rilevabile; ;iC3;; 
96-3;96;Non rilevabile; ;iC3;; 
97-1;97;Altra provincia italiana;1;iC3;PATRIMON, SPETTAC, EDUCAZ, FRUIZ; 
97-2;97;Non rilevabile; ;iC3;; 
98-1;98;Altra provincia italiana;5;iC3;AUDIOVIS, PATRIMON, FRUIZ, PARTECIP; 
98-2;98;Non rilevabile; ;iC3;; 
98-3;98;Non rilevabile; ;iC3;; 
98-4;98;Non rilevabile; ;iC3;; 
98-5;98;Non rilevabile; ;iC3;; 
98-6;98;Non rilevabile; ;iC3;; 
99-1;99;Varese;1;iC3;ARTI_VIS, AUDIOVIS, CONSERV, FRUIZ; 
99-2;99;Non rilevabile; ;iC3;; 
100-1;100;Bergamo;5;iC3;AUDIOVIS, EDITORIA, PARTECIP, PROMOZ; 
100-2;100;Non rilevabile; ;iC3;; 
100-3;100;Non rilevabile; ;iC3;; 
100-4;100;Non rilevabile; ;iC3;; 
100-5;100;Non rilevabile; ;iC3;; 
100-6;100;Non rilevabile; ;iC3;; 
101-1;101;Altra provincia italiana;1;iC3;ARTI_VIS, PATRIMON, FRUIZ, PROMOZ; 
101-2;101;Non rilevabile; ;iC3;; 
102-1;102;Altra provincia italiana;2;iC3;AUDIOVIS, PATRIMON, FRUIZ, PROMOZ; 
102-2;102;Non rilevabile; ;iC3;; 
102-3;102;Non rilevabile; ;iC3;; 
103-1;103;Bergamo;5;iC3;ARCH_BIB, AM_ALTRO, FRUIZ, RIC_FORM; 
103-2;103;Non rilevabile; ;iC3;; 
103-3;103;Non rilevabile; ;iC3;; 
103-4;103;Non rilevabile; ;iC3;; 
103-5;103;Non rilevabile; ;iC3;; 
103-6;103;Non rilevabile; ;iC3;; 
104-1;104;Milano;1;iC3;ARTI_VIS, PATRIMON, PARTECIP, PROMOZ; 
104-2;104;Non rilevabile; ;iC3;; 
105-1;105;Milano;2;iC3;ARTI_VIS, AUDIOVIS, DIST_COM, PARTECIP; 
105-2;105;Non rilevabile; ;iC3;; 
105-3;105;Non rilevabile; ;iC3;; 
106-1;106;Milano;2;iC3;EDITORIA, PATRIMON, PRODUZ, PROMOZ; 
106-2;106;Non rilevabile; ;iC3;; 
106-3;106;Non rilevabile; ;iC3;; 
107-1;107;Milano;5;iC3;SPETTAC, AM_ALTRO, FUNDRAIS, PARTECIP; 
107-2;107;Non rilevabile; ;iC3;; 
107-3;107;Non rilevabile; ;iC3;; 
107-4;107;Non rilevabile; ;iC3;; 
107-5;107;Non rilevabile; ;iC3;; 
107-6;107;Non rilevabile; ;iC3;; 
108-1;108;Altra provincia italiana;3;iC3;ARCH_BIB, AM_ALTRO, FRUIZ, PARTECIP; 
108-2;108;Non rilevabile; ;iC3;; 
108-3;108;Non rilevabile; ;iC3;; 
108-4;108;Non rilevabile; ;iC3;; 
109-1;109;Como;3;iC3;ARCHITET, AM_ALTRO, FRUIZ, PRODUZ; 
109-2;109;Non rilevabile; ;iC3;; 
109-3;109;Non rilevabile; ;iC3;; 
109-4;109;Non rilevabile; ;iC3;; 
110-1;110;Milano;1;iC3;PATRIMON, AM_ALTRO, FRUIZ, PARTECIP; 
110-2;110;Non rilevabile; ;iC3;; 
111-1;111;Altra provincia italiana;1;iC3;AUDIOVIS, SPETTAC, DIST_COM, PROMOZ; 
111-2;111;Non rilevabile; ;iC3;; 
112-1;112;Varese;5;iC3;ARTI_VIS, PATRIMON, CONSERV, PARTECIP; 
112-2;112;Non rilevabile; ;iC3;; 
112-3;112;Non rilevabile; ;iC3;; 
112-4;112;Non rilevabile; ;iC3;; 
112-5;112;Non rilevabile; ;iC3;; 
112-6;112;Non rilevabile; ;iC3;; 
113-1;113;Milano;1;iC3;PATRIMON, SPETTAC, DIST_COM, PARTECIP; 
113-2;113;Non rilevabile; ;iC3;; 
114-1;114;Milano;1;iC3;SPETTAC, EDUCAZ, PARTECIP; 
114-2;114;Non rilevabile; ;iC3;; 
115-1;115;Altra provincia italiana;2;iC3;EDITORIA, AM_ALTRO, PROMOZ, RIC_FORM; 
115-2;115;Non rilevabile; ;iC3;; 
115-3;115;Non rilevabile; ;iC3;; 
116-1;116;Altra provincia italiana;1;iC3;AM_ALTRO, EDUCAZ, RIC_FORM; 
116-2;116;Non rilevabile; ;iC3;; 
117-1;117;Milano;1;iC3;ARTI_VIS, PATRIMON, PROMOZ; 
117-2;117;Non rilevabile; ;iC3;; 
118-1;118;Milano;1;iC3;EDITORIA, PATRIMON, PARTECIP; 
118-2;118;Non rilevabile; ;iC3;; 
119-1;119;Altra provincia italiana;2;iC3;PATRIMON, SPETTAC, PARTECIP, RIC_FORM; 
119-2;119;Non rilevabile; ;iC3;; 
119-3;119;Non rilevabile; ;iC3;; 
120-1;120;Milano;1;iC3;PATRIMON, SPETTAC, FRUIZ, PRODUZ; 
120-2;120;Non rilevabile; ;iC3;; 
121-1;121;Altra provincia italiana;1;iC3;ARTI_VIS, ARTIGIAN, DIST_COM, PROMOZ; 
121-2;121;Non rilevabile; ;iC3;; 
122-1;122;Altra provincia italiana;3;iC3;PATRIMON, SPETTAC, FRUIZ, PROMOZ; 
122-2;122;Non rilevabile; ;iC3;; 
122-3;122;Non rilevabile; ;iC3;; 
122-4;122;Non rilevabile; ;iC3;; 
123-1;123;Milano;4;iC3;ARTI_VIS, PATRIMON, FRUIZ, RIC_FORM; 
123-2;123;Non rilevabile; ;iC3;; 
123-3;123;Non rilevabile; ;iC3;; 
123-4;123;Non rilevabile; ;iC3;; 
123-5;123;Non rilevabile; ;iC3;; 
124-1;124;Milano;1;iC3;ARCHITET, ARTI_VIS, FRUIZ, PARTECIP; 
124-2;124;Non rilevabile; ;iC3;; 
125-1;125;Milano;4;iC3;SPETTAC, EDUCAZ, PROMOZ; 
125-2;125;Non rilevabile; ;iC3;; 
125-3;125;Non rilevabile; ;iC3;; 
125-4;125;Non rilevabile; ;iC3;; 
125-5;125;Non rilevabile; ;iC3;; 
126-1;126;Altra provincia italiana;1;iC3;SPETTAC, PRODUZ; 
126-2;126;Non rilevabile; ;iC3;; 
127-1;127;Milano;1;iC3;ARCH_BIB, EDITORIA, FRUIZ, PROMOZ; 
127-2;127;Non rilevabile; ;iC3;; 
128-1;128;Bergamo;3;iC3;ARTI_VIS, SPETTAC, PROMOZ; 
128-2;128;Non rilevabile; ;iC3;; 
128-3;128;Non rilevabile; ;iC3;; 
128-4;128;Non rilevabile; ;iC3;; 
129-1;129;Altra provincia italiana;5;iC3;AUDIOVIS, SPETTAC, PARTECIP, PRODUZ; 
129-2;129;Non rilevabile; ;iC3;; 
129-3;129;Non rilevabile; ;iC3;; 
129-4;129;Non rilevabile; ;iC3;; 
129-5;129;Non rilevabile; ;iC3;; 
129-6;129;Non rilevabile; ;iC3;; 
130-1;130;Altra provincia italiana;3;iC3;ARCHITET, PATRIMON, PARTECIP; 
130-2;130;Non rilevabile; ;iC3;; 
130-3;130;Non rilevabile; ;iC3;; 
130-4;130;Non rilevabile; ;iC3;; 
131-1;131;Milano;1;iC3;SPETTAC, AM_ALTRO, EDUCAZ, PARTECIP; 
131-2;131;Non rilevabile; ;iC3;; 
132-1;132;Milano;2;iC3;PATRIMON, SPETTAC, PARTECIP, PROMOZ; 
132-2;132;Non rilevabile; ;iC3;; 
132-3;132;Non rilevabile; ;iC3;; 
133-1;133;Altra provincia italiana;4;iC3;SPETTAC, FUNDRAIS, PROMOZ; 
133-2;133;Non rilevabile; ;iC3;; 
133-3;133;Non rilevabile; ;iC3;; 
133-4;133;Non rilevabile; ;iC3;; 
133-5;133;Non rilevabile; ;iC3;; 
134-1;134;Altra provincia italiana;3;iC3;PATRIMON, AM_ALTRO, FRUIZ, PROMOZ; 
134-2;134;Non rilevabile; ;iC3;; 
134-3;134;Non rilevabile; ;iC3;; 
134-4;134;Non rilevabile; ;iC3;; 
135-1;135;Mantova;2;iC3;ARTI_VIS, PATRIMON, PARTECIP, PRODUZ; 
135-2;135;Non rilevabile; ;iC3;; 
135-3;135;Non rilevabile; ;iC3;; 
136-1;136;Altra provincia italiana;5;iC3;ARTI_VIS, SPETTAC, PARTECIP; 
136-2;136;Non rilevabile; ;iC3;; 
136-3;136;Non rilevabile; ;iC3;; 
136-4;136;Non rilevabile; ;iC3;; 
136-5;136;Non rilevabile; ;iC3;; 
136-6;136;Non rilevabile; ;iC3;; 
137-1;137;Altra provincia italiana;2;iC3;ARCH_BIB, FRUIZ; 
137-2;137;Non rilevabile; ;iC3;; 
137-3;137;Non rilevabile; ;iC3;; 
138-1;138;Altra provincia italiana;1;iC3;ARTI_VIS, ARTIGIAN, CONSERV, PROMOZ; 
138-2;138;Non rilevabile; ;iC3;; 
139-1;139;Brescia;1;iC3;PATRIMON, FRUIZ, PROMOZ; 
139-2;139;Non rilevabile; ;iC3;; 
140-1;140;Milano;3;iC3;AUDIOVIS, SPETTAC, EDUCAZ, PRODUZ; 
140-2;140;Non rilevabile; ;iC3;; 
140-3;140;Non rilevabile; ;iC3;; 
140-4;140;Non rilevabile; ;iC3;; 
141-1;141;Altra provincia italiana;2;iC3;SPETTAC, AM_ALTRO, EDUCAZ, PRODUZ; 
141-2;141;Non rilevabile; ;iC3;; 
141-3;141;Non rilevabile; ;iC3;; 
142-1;142;Altra provincia italiana;4;iC3;ARCH_BIB, AUDIOVIS, DIST_COM, PROMOZ; 
142-2;142;Non rilevabile; ;iC3;; 
142-3;142;Non rilevabile; ;iC3;; 
142-4;142;Non rilevabile; ;iC3;; 
142-5;142;Non rilevabile; ;iC3;; 
143-1;143;Milano;2;iC3;SPETTAC, AM_ALTRO, FRUIZ, PROMOZ; 
143-2;143;Non rilevabile; ;iC3;; 
143-3;143;Non rilevabile; ;iC3;; 
144-1;144;Altra provincia italiana;5;iC3;EDITORIA, SPETTAC, EDUCAZ, PARTECIP; 
144-2;144;Non rilevabile; ;iC3;; 
144-3;144;Non rilevabile; ;iC3;; 
144-4;144;Non rilevabile; ;iC3;; 
144-5;144;Non rilevabile; ;iC3;; 
144-6;144;Non rilevabile; ;iC3;; 
145-1;145;Como;5;iC3;PATRIMON, PARTECIP, PROMOZ; 
145-2;145;Non rilevabile; ;iC3;; 
145-3;145;Non rilevabile; ;iC3;; 
145-4;145;Non rilevabile; ;iC3;; 
145-5;145;Non rilevabile; ;iC3;; 
145-6;145;Non rilevabile; ;iC3;; 
146-1;146;Pavia;2;iC3;ARTI_VIS, DESIGN, PARTECIP, PROMOZ; 
146-2;146;Non rilevabile; ;iC3;; 
146-3;146;Non rilevabile; ;iC3;; 
147-1;147;Altra provincia italiana;2;iC3;ARCHITET, PATRIMON, PROMOZ, RIC_FORM; 
147-2;147;Non rilevabile; ;iC3;; 
147-3;147;Non rilevabile; ;iC3;; 
148-1;148;Monza e della Brianza;2;iC3;PATRIMON, AM_ALTRO, DIST_COM, PROMOZ; 
148-2;148;Non rilevabile; ;iC3;; 
148-3;148;Non rilevabile; ;iC3;; 
149-1;149;Altra provincia italiana;1;iC3;PATRIMON, AM_ALTRO, PROMOZ, RIC_FORM; 
149-2;149;Non rilevabile; ;iC3;; 
150-1;150;Altra provincia italiana;1;iC3;ARTI_VIS, PROMOZ, RIC_FORM; 
150-2;150;Non rilevabile; ;iC3;; 
151-1;151;Altra provincia italiana;5;iC3;ARCHITET, PATRIMON, FRUIZ; 
151-2;151;Non rilevabile; ;iC3;; 
151-3;151;Non rilevabile; ;iC3;; 
151-4;151;Non rilevabile; ;iC3;; 
151-5;151;Non rilevabile; ;iC3;; 
151-6;151;Non rilevabile; ;iC3;; 
152-1;152;Altra provincia italiana;5;iC3;EDITORIA, PATRIMON, PRODUZ, RIC_FORM; 
152-2;152;Non rilevabile; ;iC3;; 
152-3;152;Non rilevabile; ;iC3;; 
152-4;152;Non rilevabile; ;iC3;; 
152-5;152;Non rilevabile; ;iC3;; 
152-6;152;Non rilevabile; ;iC3;; 
153-1;153;Altra provincia italiana;5;iC3;PATRIMON, SPETTAC, FRUIZ, PARTECIP; 
153-2;153;Non rilevabile; ;iC3;; 
153-3;153;Non rilevabile; ;iC3;; 
153-4;153;Non rilevabile; ;iC3;; 
153-5;153;Non rilevabile; ;iC3;; 
153-6;153;Non rilevabile; ;iC3;; 
154-1;154;Monza e della Brianza;1;iC3;ARTI_VIS, PATRIMON, PARTECIP, PROMOZ; 
154-2;154;Non rilevabile; ;iC3;; 
155-1;155;Altra provincia italiana;1;iC3;ARTI_VIS, DESIGN, EDUCAZ; 
155-2;155;Non rilevabile; ;iC3;; 
156-1;156;Milano;4;iC3;SPETTAC, FRUIZ, PROMOZ; 
156-2;156;Non rilevabile; ;iC3;; 
156-3;156;Non rilevabile; ;iC3;; 
156-4;156;Non rilevabile; ;iC3;; 
156-5;156;Non rilevabile; ;iC3;; 
157-1;157;Brescia;2;iC3;ARTIGIAN, PATRIMON, EDUCAZ, PROMOZ; 
157-2;157;Non rilevabile; ;iC3;; 
157-3;157;Non rilevabile; ;iC3;; 
158-1;158;Milano;2;iC3;PATRIMON, SPETTAC, PARTECIP, PROMOZ; 
158-2;158;Non rilevabile; ;iC3;; 
158-3;158;Non rilevabile; ;iC3;; 
159-1;159;Milano;3;iC3;AUDIOVIS, SPETTAC, PARTECIP, PROMOZ; 
159-2;159;Non rilevabile; ;iC3;; 
159-3;159;Non rilevabile; ;iC3;; 
159-4;159;Non rilevabile; ;iC3;; 
160-1;160;Altra provincia italiana;2;iC3;AUDIOVIS, SPETTAC, DIST_COM, PROMOZ; 
160-2;160;Non rilevabile; ;iC3;; 
160-3;160;Non rilevabile; ;iC3;; 
161-1;161;Altra provincia italiana;1;iC3;ARTI_VIS, AM_ALTRO, EDUCAZ, PROMOZ; 
161-2;161;Non rilevabile; ;iC3;; 
162-1;162;Altra provincia italiana;1;iC3;PATRIMON, SPETTAC, FRUIZ, PROMOZ; 
162-2;162;Non rilevabile; ;iC3;; 
163-1;163;Altra provincia italiana;1;iC3;ARCHITET, PATRIMON, FRUIZ, PROMOZ; 
163-2;163;Non rilevabile; ;iC3;; 
164-1;164;Varese;2;iC3;ARTIGIAN, PATRIMON, EDUCAZ, PARTECIP; 
164-2;164;Non rilevabile; ;iC3;; 
164-3;164;Non rilevabile; ;iC3;; 
165-1;165;Altra provincia italiana;3;iC3;AUDIOVIS, SPETTAC, DIST_COM; 
165-2;165;Non rilevabile; ;iC3;; 
165-3;165;Non rilevabile; ;iC3;; 
165-4;165;Non rilevabile; ;iC3;; 
166-1;166;Altra provincia italiana;2;iC3;ARCHITET, PATRIMON, EDUCAZ, FRUIZ; 
166-2;166;Non rilevabile; ;iC3;; 
166-3;166;Non rilevabile; ;iC3;; 
167-1;167;Altra provincia italiana;2;iC3;PATRIMON, EDUCAZ, FRUIZ; 
167-2;167;Non rilevabile; ;iC3;; 
167-3;167;Non rilevabile; ;iC3;; 
168-1;168;Altra provincia italiana;2;iC3;EDITORIA, DIST_COM, EDUCAZ; 
168-2;168;Non rilevabile; ;iC3;; 
168-3;168;Non rilevabile; ;iC3;; 
169-1;169;Milano;1;iC3;ARCH_BIB, PATRIMON, CONSERV, PROMOZ; 
169-2;169;Non rilevabile; ;iC3;; 
170-1;170;Altra provincia italiana;2;iC3;ARCHITET, PATRIMON, FRUIZ; 
170-2;170;Non rilevabile; ;iC3;; 
170-3;170;Non rilevabile; ;iC3;; 
171-1;171;Varese;2;iC3;ARTI_VIS, PATRIMON, FRUIZ, PROMOZ; 
171-2;171;Non rilevabile; ;iC3;; 
171-3;171;Non rilevabile; ;iC3;; 
172-1;172;Milano;2;iC3;ARTI_VIS, DESIGN, FUNDRAIS, PROMOZ; 
172-2;172;Non rilevabile; ;iC3;; 
172-3;172;Non rilevabile; ;iC3;; 
173-1;173;Monza e della Brianza;1;iC3;ARTI_VIS, PATRIMON, FRUIZ, PRODUZ; 
173-2;173;Non rilevabile; ;iC3;; 
174-1;174;Altra provincia italiana;1;iC3;PATRIMON, FRUIZ, PROMOZ; 
174-2;174;Non rilevabile; ;iC3;; 
175-1;175;Altra provincia italiana;2;iC3;AUDIOVIS, SPETTAC, FUNDRAIS, PRODUZ; 
175-2;175;Non rilevabile; ;iC3;; 
175-3;175;Non rilevabile; ;iC3;; 
176-1;176;Altra provincia italiana;1;iC3;ARTI_VIS, PATRIMON, EDUCAZ, FRUIZ; 
176-2;176;Non rilevabile; ;iC3;; 
177-1;177;Milano;1;iC3;AM_ALTRO, EDUCAZ, PARTECIP; 
177-2;177;Non rilevabile; ;iC3;; 
178-1;178;Varese;3;iC3;PATRIMON, AM_ALTRO, FRUIZ, PROMOZ; 
178-2;178;Non rilevabile; ;iC3;; 
178-3;178;Non rilevabile; ;iC3;; 
178-4;178;Non rilevabile; ;iC3;; 
179-1;179;Milano;1;iC3;EDITORIA, SPETTAC, FRUIZ, PROMOZ; 
179-2;179;Non rilevabile; ;iC3;; 
180-1;180;Cremona;3;iC3;ARCHITET, SPETTAC, FRUIZ, RIC_FORM; 
180-2;180;Non rilevabile; ;iC3;; 
180-3;180;Non rilevabile; ;iC3;; 
180-4;180;Non rilevabile; ;iC3;; 
181-1;181;Milano;3;iC3;EDITORIA, DIST_COM, FRUIZ; 
181-2;181;Non rilevabile; ;iC3;; 
181-3;181;Non rilevabile; ;iC3;; 
181-4;181;Non rilevabile; ;iC3;; 
182-1;182;Milano;2;iC3;ARCH_BIB, AUDIOVIS, FRUIZ, PROMOZ; 
182-2;182;Non rilevabile; ;iC3;; 
182-3;182;Non rilevabile; ;iC3;; 
183-1;183;Varese;1;iC3;AUDIOVIS, SPETTAC, DIST_COM, PRODUZ; 
183-2;183;Non rilevabile; ;iC3;; 
184-1;184;Altra provincia italiana;4;iC3;ARTI_VIS, PATRIMON, PARTECIP, PROMOZ; 
184-2;184;Non rilevabile; ;iC3;; 
184-3;184;Non rilevabile; ;iC3;; 
184-4;184;Non rilevabile; ;iC3;; 
184-5;184;Non rilevabile; ;iC3;; 
185-1;185;Altra provincia italiana;4;iC3;AUDIOVIS, SPETTAC, EDUCAZ, PARTECIP; 
185-2;185;Non rilevabile; ;iC3;; 
185-3;185;Non rilevabile; ;iC3;; 
185-4;185;Non rilevabile; ;iC3;; 
185-5;185;Non rilevabile; ;iC3;; 
186-1;186;Altra provincia italiana;2;iC3;ARTI_VIS, SPETTAC, FRUIZ, PROMOZ; 
186-2;186;Non rilevabile; ;iC3;; 
186-3;186;Non rilevabile; ;iC3;; 
187-1;187;Altra provincia italiana;2;iC3;ARTI_VIS, PATRIMON, PARTECIP, PRODUZ; 
187-2;187;Non rilevabile; ;iC3;; 
187-3;187;Non rilevabile; ;iC3;; 
188-1;188;Milano;5;iC3;ARCH_BIB, EDITORIA, FRUIZ, PROMOZ; 
188-2;188;Non rilevabile; ;iC3;; 
188-3;188;Non rilevabile; ;iC3;; 
188-4;188;Non rilevabile; ;iC3;; 
188-5;188;Non rilevabile; ;iC3;; 
188-6;188;Non rilevabile; ;iC3;; 
189-1;189;Milano;1;iC3;AUDIOVIS, AM_ALTRO, EDUCAZ, PRODUZ; 
189-2;189;Non rilevabile; ;iC3;; 
190-1;190;Brescia;5;iC3;EDITORIA, SPETTAC, EDUCAZ, PARTECIP; 
190-2;190;Non rilevabile; ;iC3;; 
190-3;190;Non rilevabile; ;iC3;; 
190-4;190;Non rilevabile; ;iC3;; 
190-5;190;Non rilevabile; ;iC3;; 
190-6;190;Non rilevabile; ;iC3;; 
191-1;191;Milano;4;iC3;PATRIMON, AM_ALTRO, EDUCAZ, FRUIZ; 
191-2;191;Non rilevabile; ;iC3;; 
191-3;191;Non rilevabile; ;iC3;; 
191-4;191;Non rilevabile; ;iC3;; 
191-5;191;Non rilevabile; ;iC3;; 
192-1;192;Milano;1;iC3;ARTIGIAN, SPETTAC, EDUCAZ, PARTECIP; 
192-2;192;Non rilevabile; ;iC3;; 
193-1;193;Monza e della Brianza;2;iC3;AUDIOVIS, SPETTAC, EDUCAZ, RIC_FORM; 
193-2;193;Non rilevabile; ;iC3;; 
193-3;193;Non rilevabile; ;iC3;; 
194-1;194;Altra provincia italiana;1;iC3;PATRIMON, AM_ALTRO, FRUIZ, PROMOZ; 
194-2;194;Non rilevabile; ;iC3;; 
195-1;195;Altra provincia italiana;1;iC3;PATRIMON, AM_ALTRO, CONSERV, EDUCAZ; 
195-2;195;Non rilevabile; ;iC3;; 
196-1;196;Como;1;iC3;AUDIOVIS, EDITORIA, EDUCAZ, FRUIZ; 
196-2;196;Non rilevabile; ;iC3;; 
197-1;197;Altra provincia italiana;3;iC3;ARTIGIAN, DESIGN, FRUIZ, PROMOZ; 
197-2;197;Non rilevabile; ;iC3;; 
197-3;197;Non rilevabile; ;iC3;; 
197-4;197;Non rilevabile; ;iC3;; 
198-1;198;Altra provincia italiana;2;iC3;ARCHITET, PATRIMON, FRUIZ, PROMOZ; 
198-2;198;Non rilevabile; ;iC3;; 
198-3;198;Non rilevabile; ;iC3;; 
199-1;199;Pavia;3;iC3;ARTIGIAN, DESIGN, PARTECIP, PROMOZ; 
199-2;199;Non rilevabile; ;iC3;; 
199-3;199;Non rilevabile; ;iC3;; 
199-4;199;Non rilevabile; ;iC3;; 
200-1;200;Milano;1;iC3;DESIGN, SPETTAC, EDUCAZ, PARTECIP; 
200-2;200;Non rilevabile; ;iC3;; 
201-1;201;Monza e della Brianza;4;iC3;ARTI_VIS, AUDIOVIS, PROMOZ, RIC_FORM; 
201-2;201;Non rilevabile; ;iC3;; 
201-3;201;Non rilevabile; ;iC3;; 
201-4;201;Non rilevabile; ;iC3;; 
201-5;201;Non rilevabile; ;iC3;; 
202-1;202;Milano;2;iC3;ARTI_VIS, EDITORIA, DIST_COM, PROMOZ; 
202-2;202;Non rilevabile; ;iC3;; 
202-3;202;Non rilevabile; ;iC3;; 
203-1;203;Altra provincia italiana;2;iC3;AUDIOVIS, SPETTAC, EDUCAZ, RIC_FORM; 
203-2;203;Non rilevabile; ;iC3;; 
203-3;203;Non rilevabile; ;iC3;; 
204-1;204;Monza e della Brianza;5;iC3;SPETTAC, AM_ALTRO, FRUIZ; 
204-2;204;Non rilevabile; ;iC3;; 
204-3;204;Non rilevabile; ;iC3;; 
204-4;204;Non rilevabile; ;iC3;; 
204-5;204;Non rilevabile; ;iC3;; 
204-6;204;Non rilevabile; ;iC3;; 
205-1;205;Milano;2;iC3;ARTI_VIS, PATRIMON, EDUCAZ, RIC_FORM; 
205-2;205;Non rilevabile; ;iC3;; 
205-3;205;Non rilevabile; ;iC3;; 
206-1;206;Bergamo;3;iC3;ARTIGIAN, DESIGN, PARTECIP, PRODUZ; 
206-2;206;Non rilevabile; ;iC3;; 
206-3;206;Non rilevabile; ;iC3;; 
206-4;206;Non rilevabile; ;iC3;; 
207-1;207;Altra provincia italiana;2;iC3;ARTI_VIS, EDITORIA, FRUIZ, PROMOZ; 
207-2;207;Non rilevabile; ;iC3;; 
207-3;207;Non rilevabile; ;iC3;; 
208-1;208;Altra provincia italiana;1;iC3;AUDIOVIS, EDITORIA, FRUIZ, PARTECIP; 
208-2;208;Non rilevabile; ;iC3;; 
209-1;209;Altra provincia italiana;2;iC3;SPETTAC, PARTECIP, PROMOZ; 
209-2;209;Non rilevabile; ;iC3;; 
209-3;209;Non rilevabile; ;iC3;; 
210-1;210;Altra provincia italiana;1;iC3;EDITORIA, PRODUZ, PROMOZ; 
210-2;210;Non rilevabile; ;iC3;; 
211-1;211;Milano;1;iC3;ARTI_VIS, SPETTAC, FRUIZ, PROMOZ; 
211-2;211;Non rilevabile; ;iC3;; 
