ID;ID_PROG;PROV;TEAM;EDIZIONE;Ambito;AGIURID
1-1;1;Milano;1;iC1;;For Profit
1-2;1;Non rilevabile; ;iC1;; 
2-1;2;Milano;4;iC1;;Non rilevabile
2-2;2;Non rilevabile; ;iC1;; 
2-3;2;Non rilevabile; ;iC1;; 
2-4;2;Non rilevabile; ;iC1;; 
2-5;2;Non rilevabile; ;iC1;; 
3-1;3;Milano;Non applicabile;iC1;;Non rilevabile
4-1;4;Milano;4;iC1;;Non rilevabile
4-2;4;Non rilevabile; ;iC1;; 
4-3;4;Non rilevabile; ;iC1;; 
4-4;4;Non rilevabile; ;iC1;; 
4-5;4;Non rilevabile; ;iC1;; 
5-1;5;Varese;Non applicabile;iC1;;No Profit
6-1;6;Monza e della Brianza;Non applicabile;iC1;;No Profit
7-1;7;Pavia;2;iC1;;No Profit
7-2;7;Non rilevabile; ;iC1;; 
7-3;7;Non rilevabile; ;iC1;; 
8-1;8;Milano;12;iC1;;No Profit
8-2;8;Non rilevabile; ;iC1;; 
8-3;8;Non rilevabile; ;iC1;; 
8-4;8;Non rilevabile; ;iC1;; 
8-5;8;Non rilevabile; ;iC1;; 
8-6;8;Non rilevabile; ;iC1;; 
8-7;8;Non rilevabile; ;iC1;; 
8-8;8;Non rilevabile; ;iC1;; 
8-9;8;Non rilevabile; ;iC1;; 
8-10;8;Non rilevabile; ;iC1;; 
8-11;8;Non rilevabile; ;iC1;; 
8-12;8;Non rilevabile; ;iC1;; 
8-13;8;Non rilevabile; ;iC1;; 
9-1;9;Milano;Non applicabile;iC1;;For Profit
10-1;10;Milano;8;iC1;;No Profit
10-2;10;Non rilevabile; ;iC1;; 
10-3;10;Non rilevabile; ;iC1;; 
10-4;10;Non rilevabile; ;iC1;; 
10-5;10;Non rilevabile; ;iC1;; 
10-6;10;Non rilevabile; ;iC1;; 
10-7;10;Non rilevabile; ;iC1;; 
10-8;10;Non rilevabile; ;iC1;; 
10-9;10;Non rilevabile; ;iC1;; 
11-1;11;Milano;1;iC1;;For Profit
11-2;11;Non rilevabile; ;iC1;; 
12-1;12;Bergamo;Non applicabile;iC1;;No Profit
13-1;13;Brescia;2;iC1;;Non rilevabile
13-2;13;Non rilevabile; ;iC1;; 
13-3;13;Non rilevabile; ;iC1;; 
14-1;14;Monza e della Brianza;Non applicabile;iC1;;Non rilevabile
15-1;15;Varese;Non applicabile;iC1;;Non rilevabile
16-1;16;Pavia;3;iC1;;Non rilevabile
16-2;16;Non rilevabile; ;iC1;; 
16-3;16;Non rilevabile; ;iC1;; 
16-4;16;Non rilevabile; ;iC1;; 
17-1;17;Brescia;Non applicabile;iC1;;No Profit
18-1;18;Milano;3;iC1;;No Profit
18-2;18;Non rilevabile; ;iC1;; 
18-3;18;Non rilevabile; ;iC1;; 
18-4;18;Non rilevabile; ;iC1;; 
19-1;19;Altra provincia italiana;4;iC1;;No Profit
19-2;19;Non rilevabile; ;iC1;; 
19-3;19;Non rilevabile; ;iC1;; 
19-4;19;Non rilevabile; ;iC1;; 
19-5;19;Non rilevabile; ;iC1;; 
20-1;20;Como;1;iC1;;Non rilevabile
20-2;20;Non rilevabile; ;iC1;; 
21-1;21;Milano;Non applicabile;iC1;;No Profit
22-1;22;Mantova;Non applicabile;iC1;;No Profit
23-1;23;Brescia;Non applicabile;iC1;;Non rilevabile
24-1;24;Milano;Non applicabile;iC1;;No Profit
25-1;25;Milano;Non applicabile;iC1;;Non rilevabile
26-1;26;Milano;Non applicabile;iC1;;Non rilevabile
27-1;27;Milano;Non applicabile;iC1;;No Profit
28-1;28;Milano;Non applicabile;iC1;;Non rilevabile
29-1;29;Brescia;3;iC1;;No Profit
29-2;29;Non rilevabile; ;iC1;; 
29-3;29;Non rilevabile; ;iC1;; 
29-4;29;Non rilevabile; ;iC1;; 
30-1;30;Altra provincia italiana;2;iC1;;Non rilevabile
30-2;30;Non rilevabile; ;iC1;; 
30-3;30;Non rilevabile; ;iC1;; 
31-1;31;Varese;Non applicabile;iC1;;No Profit
32-1;32;Milano;1;iC1;;Non rilevabile
32-2;32;Non rilevabile; ;iC1;; 
33-1;33;Milano;3;iC1;;No Profit
33-2;33;Non rilevabile; ;iC1;; 
33-3;33;Non rilevabile; ;iC1;; 
33-4;33;Non rilevabile; ;iC1;; 
34-1;34;Altra provincia italiana;Non applicabile;iC1;;No Profit
35-1;35;Bergamo;3;iC1;;Non rilevabile
35-2;35;Non rilevabile; ;iC1;; 
35-3;35;Non rilevabile; ;iC1;; 
35-4;35;Non rilevabile; ;iC1;; 
36-1;36;Bergamo;Non applicabile;iC1;;No Profit
37-1;37;Monza e della Brianza;1;iC1;;Non rilevabile
37-2;37;Non rilevabile; ;iC1;; 
38-1;38;Altra provincia italiana;Non applicabile;iC1;;Non rilevabile
39-1;39;Milano;1;iC1;;For Profit
39-2;39;Non rilevabile; ;iC1;; 
40-1;40;Como;Non applicabile;iC1;;No Profit
41-1;41;Como;Non applicabile;iC1;;For Profit
42-1;42;Milano;8;iC1;;No Profit
42-2;42;Non rilevabile; ;iC1;; 
42-3;42;Non rilevabile; ;iC1;; 
42-4;42;Non rilevabile; ;iC1;; 
42-5;42;Non rilevabile; ;iC1;; 
42-6;42;Non rilevabile; ;iC1;; 
42-7;42;Non rilevabile; ;iC1;; 
42-8;42;Non rilevabile; ;iC1;; 
42-9;42;Non rilevabile; ;iC1;; 
43-1;43;Milano;2;iC1;;For Profit
43-2;43;Non rilevabile; ;iC1;; 
43-3;43;Non rilevabile; ;iC1;; 
44-1;44;Milano;4;iC1;;For Profit
44-2;44;Non rilevabile; ;iC1;; 
44-3;44;Non rilevabile; ;iC1;; 
44-4;44;Non rilevabile; ;iC1;; 
44-5;44;Non rilevabile; ;iC1;; 
45-1;45;Milano;Non applicabile;iC1;;Non rilevabile
46-1;46;Milano;4;iC1;;No Profit
46-2;46;Non rilevabile; ;iC1;; 
46-3;46;Non rilevabile; ;iC1;; 
46-4;46;Non rilevabile; ;iC1;; 
46-5;46;Non rilevabile; ;iC1;; 
47-1;47;Milano;Non applicabile;iC1;;No Profit
48-1;48;Lecco;2;iC1;;No Profit
48-2;48;Non rilevabile; ;iC1;; 
48-3;48;Non rilevabile; ;iC1;; 
49-1;49;Bergamo;3;iC1;;No Profit
49-2;49;Non rilevabile; ;iC1;; 
49-3;49;Non rilevabile; ;iC1;; 
49-4;49;Non rilevabile; ;iC1;; 
50-1;50;Milano;2;iC1;;No Profit
50-2;50;Non rilevabile; ;iC1;; 
50-3;50;Non rilevabile; ;iC1;; 
51-1;51;Milano;Non applicabile;iC1;;No Profit
52-1;52;Como;Non applicabile;iC1;;No Profit
53-1;53;Milano;2;iC1;;No Profit
53-2;53;Non rilevabile; ;iC1;; 
53-3;53;Non rilevabile; ;iC1;; 
54-1;54;Milano;Non applicabile;iC1;;No Profit
55-1;55;Milano;1;iC1;;No Profit
55-2;55;Non rilevabile; ;iC1;; 
56-1;56;Altra provincia italiana;Non applicabile;iC1;;Non rilevabile
57-1;57;Milano;Non applicabile;iC1;;No Profit
58-1;58;Milano;Non applicabile;iC1;;No Profit
59-1;59;Bergamo;Non applicabile;iC1;;Non rilevabile
60-1;60;Altra provincia italiana;1;iC1;;No Profit
60-2;60;Non rilevabile; ;iC1;; 
61-1;61;Cremona;Non applicabile;iC1;;No Profit
62-1;62;Milano;Non applicabile;iC1;;No Profit
63-1;63;Milano;Non applicabile;iC1;;Non rilevabile
64-1;64;Milano;2;iC1;;No Profit
64-2;64;Non rilevabile; ;iC1;; 
64-3;64;Non rilevabile; ;iC1;; 
65-1;65;Milano;4;iC1;;No Profit
65-2;65;Non rilevabile; ;iC1;; 
65-3;65;Non rilevabile; ;iC1;; 
65-4;65;Non rilevabile; ;iC1;; 
65-5;65;Non rilevabile; ;iC1;; 
66-1;66;Milano;Non applicabile;iC1;;No Profit
67-1;67;Milano;5;iC1;;For Profit
67-2;67;Non rilevabile; ;iC1;; 
67-3;67;Non rilevabile; ;iC1;; 
67-4;67;Non rilevabile; ;iC1;; 
67-5;67;Non rilevabile; ;iC1;; 
67-6;67;Non rilevabile; ;iC1;; 
68-1;68;Milano;1;iC1;;Non rilevabile
68-2;68;Non rilevabile; ;iC1;; 
69-1;69;Milano;Non applicabile;iC1;;No Profit
70-1;70;Milano;3;iC1;;For Profit
70-2;70;Non rilevabile; ;iC1;; 
70-3;70;Non rilevabile; ;iC1;; 
70-4;70;Non rilevabile; ;iC1;; 
71-1;71;Bergamo;1;iC1;;Non rilevabile
71-2;71;Non rilevabile; ;iC1;; 
72-1;72;Mantova;1;iC1;;No Profit
72-2;72;Non rilevabile; ;iC1;; 
73-1;73;Altra provincia italiana;Non applicabile;iC1;;Non rilevabile
74-1;74;Bergamo;Non applicabile;iC1;;No Profit
75-1;75;Brescia;1;iC1;;No Profit
75-2;75;Non rilevabile; ;iC1;; 
76-1;76;Mantova;Non applicabile;iC1;;Non rilevabile
77-1;77;Milano;Non applicabile;iC1;;Non rilevabile
78-1;78;Milano;Non applicabile;iC1;;No Profit
79-1;79;Monza e della Brianza;4;iC1;;Non rilevabile
79-2;79;Non rilevabile; ;iC1;; 
79-3;79;Non rilevabile; ;iC1;; 
79-4;79;Non rilevabile; ;iC1;; 
79-5;79;Non rilevabile; ;iC1;; 
80-1;80;Milano;3;iC1;;For Profit
80-2;80;Non rilevabile; ;iC1;; 
80-3;80;Non rilevabile; ;iC1;; 
80-4;80;Non rilevabile; ;iC1;; 
81-1;81;Milano;4;iC1;;Non rilevabile
81-2;81;Non rilevabile; ;iC1;; 
81-3;81;Non rilevabile; ;iC1;; 
81-4;81;Non rilevabile; ;iC1;; 
81-5;81;Non rilevabile; ;iC1;; 
82-1;82;Milano;5;iC1;;No Profit
82-2;82;Non rilevabile; ;iC1;; 
82-3;82;Non rilevabile; ;iC1;; 
82-4;82;Non rilevabile; ;iC1;; 
82-5;82;Non rilevabile; ;iC1;; 
82-6;82;Non rilevabile; ;iC1;; 
83-1;83;Mantova;2;iC1;;Non rilevabile
83-2;83;Non rilevabile; ;iC1;; 
83-3;83;Non rilevabile; ;iC1;; 
84-1;84;Milano;3;iC1;;No Profit
84-2;84;Non rilevabile; ;iC1;; 
84-3;84;Non rilevabile; ;iC1;; 
84-4;84;Non rilevabile; ;iC1;; 
85-1;85;Milano;3;iC1;;No Profit
85-2;85;Non rilevabile; ;iC1;; 
85-3;85;Non rilevabile; ;iC1;; 
85-4;85;Non rilevabile; ;iC1;; 
86-1;86;Mantova;3;iC1;;No Profit
86-2;86;Non rilevabile; ;iC1;; 
86-3;86;Non rilevabile; ;iC1;; 
86-4;86;Non rilevabile; ;iC1;; 
87-1;87;Milano;Non applicabile;iC1;;No Profit
88-1;88;Altra provincia italiana;Non applicabile;iC1;;Non rilevabile
89-1;89;Milano;2;iC1;;Non rilevabile
89-2;89;Non rilevabile; ;iC1;; 
89-3;89;Non rilevabile; ;iC1;; 
90-1;90;Altra provincia italiana;Non applicabile;iC1;;Non rilevabile
91-1;91;Milano;3;iC1;;No Profit
91-2;91;Non rilevabile; ;iC1;; 
91-3;91;Non rilevabile; ;iC1;; 
91-4;91;Non rilevabile; ;iC1;; 
92-1;92;Milano;Non applicabile;iC1;;No Profit
93-1;93;Bergamo;2;iC1;;No Profit
93-2;93;Non rilevabile; ;iC1;; 
93-3;93;Non rilevabile; ;iC1;; 
94-1;94;Monza e della Brianza;1;iC1;;No Profit
94-2;94;Non rilevabile; ;iC1;; 
95-1;95;Milano;4;iC1;;No Profit
95-2;95;Non rilevabile; ;iC1;; 
95-3;95;Non rilevabile; ;iC1;; 
95-4;95;Non rilevabile; ;iC1;; 
95-5;95;Non rilevabile; ;iC1;; 
96-1;96;Como;2;iC1;;Non rilevabile
96-2;96;Non rilevabile; ;iC1;; 
96-3;96;Non rilevabile; ;iC1;; 
97-1;97;Milano;6;iC1;;No Profit
97-2;97;Non rilevabile; ;iC1;; 
97-3;97;Non rilevabile; ;iC1;; 
97-4;97;Non rilevabile; ;iC1;; 
97-5;97;Non rilevabile; ;iC1;; 
97-6;97;Non rilevabile; ;iC1;; 
97-7;97;Non rilevabile; ;iC1;; 
98-1;98;Milano;4;iC1;;Non rilevabile
98-2;98;Non rilevabile; ;iC1;; 
98-3;98;Non rilevabile; ;iC1;; 
98-4;98;Non rilevabile; ;iC1;; 
98-5;98;Non rilevabile; ;iC1;; 
99-1;99;Altra provincia italiana;Non applicabile;iC1;;No Profit
100-1;100;Milano;2;iC1;;Non rilevabile
100-2;100;Non rilevabile; ;iC1;; 
100-3;100;Non rilevabile; ;iC1;; 
101-1;101;Milano;8;iC1;;Non rilevabile
101-2;101;Non rilevabile; ;iC1;; 
101-3;101;Non rilevabile; ;iC1;; 
101-4;101;Non rilevabile; ;iC1;; 
101-5;101;Non rilevabile; ;iC1;; 
101-6;101;Non rilevabile; ;iC1;; 
101-7;101;Non rilevabile; ;iC1;; 
101-8;101;Non rilevabile; ;iC1;; 
101-9;101;Non rilevabile; ;iC1;; 
102-1;102;Brescia;1;iC1;;No Profit
102-2;102;Non rilevabile; ;iC1;; 
103-1;103;Milano;Non applicabile;iC1;;No Profit
104-1;104;Milano;Non applicabile;iC1;;No Profit
105-1;105;Brescia;Non applicabile;iC1;;No Profit
106-1;106;Monza e della Brianza;1;iC1;;Non rilevabile
106-2;106;Non rilevabile; ;iC1;; 
107-1;107;Milano;Non applicabile;iC1;;For Profit
108-1;108;Cremona;1;iC1;;Non rilevabile
108-2;108;Non rilevabile; ;iC1;; 
109-1;109;Milano;Non applicabile;iC1;;Non rilevabile
110-1;110;Milano;Non applicabile;iC1;;Non rilevabile
111-1;111;Monza e della Brianza;Non applicabile;iC1;;No Profit
112-1;112;Milano;2;iC1;;No Profit
112-2;112;Non rilevabile; ;iC1;; 
112-3;112;Non rilevabile; ;iC1;; 
113-1;113;Monza e della Brianza;1;iC1;;Non rilevabile
113-2;113;Non rilevabile; ;iC1;; 
114-1;114;Milano;2;iC1;;No Profit
114-2;114;Non rilevabile; ;iC1;; 
114-3;114;Non rilevabile; ;iC1;; 
115-1;115;Lecco;1;iC1;;Non rilevabile
115-2;115;Non rilevabile; ;iC1;; 
116-1;116;Lecco;Non applicabile;iC1;;Non rilevabile
117-1;117;Milano;2;iC1;;No Profit
117-2;117;Non rilevabile; ;iC1;; 
117-3;117;Non rilevabile; ;iC1;; 
118-1;118;Mantova;2;iC1;;No Profit
118-2;118;Non rilevabile; ;iC1;; 
118-3;118;Non rilevabile; ;iC1;; 
119-1;119;Bergamo;Non applicabile;iC1;;No Profit
120-1;120;Altra provincia lombarda;Non applicabile;iC1;;No Profit
121-1;121;Varese;2;iC1;;No Profit
121-2;121;Non rilevabile; ;iC1;; 
121-3;121;Non rilevabile; ;iC1;; 
122-1;122;Milano;3;iC1;;No Profit
122-2;122;Non rilevabile; ;iC1;; 
122-3;122;Non rilevabile; ;iC1;; 
122-4;122;Non rilevabile; ;iC1;; 
123-1;123;Mantova;Non applicabile;iC1;;Non rilevabile
124-1;124;Milano;Non applicabile;iC1;;No Profit
125-1;125;Brescia;1;iC1;;Non rilevabile
125-2;125;Non rilevabile; ;iC1;; 
126-1;126;Milano;3;iC1;;Non rilevabile
126-2;126;Non rilevabile; ;iC1;; 
126-3;126;Non rilevabile; ;iC1;; 
126-4;126;Non rilevabile; ;iC1;; 
127-1;127;Milano;Non applicabile;iC1;;Non rilevabile
128-1;128;Como;10;iC1;;For Profit
128-2;128;Non rilevabile; ;iC1;; 
128-3;128;Non rilevabile; ;iC1;; 
128-4;128;Non rilevabile; ;iC1;; 
128-5;128;Non rilevabile; ;iC1;; 
128-6;128;Non rilevabile; ;iC1;; 
128-7;128;Non rilevabile; ;iC1;; 
128-8;128;Non rilevabile; ;iC1;; 
128-9;128;Non rilevabile; ;iC1;; 
128-10;128;Non rilevabile; ;iC1;; 
128-11;128;Non rilevabile; ;iC1;; 
129-1;129;Varese;Non applicabile;iC1;;No Profit
130-1;130;Milano;Non applicabile;iC1;;For Profit
131-1;131;Como;1;iC1;;Non rilevabile
131-2;131;Non rilevabile; ;iC1;; 
132-1;132;Brescia;1;iC1;;Non rilevabile
132-2;132;Non rilevabile; ;iC1;; 
133-1;133;Bergamo;Non applicabile;iC1;;Non rilevabile
134-1;134;Bergamo;Non applicabile;iC1;;Non rilevabile
135-1;135;Milano;1;iC1;;Non rilevabile
135-2;135;Non rilevabile; ;iC1;; 
136-1;136;Milano;3;iC1;;Non rilevabile
136-2;136;Non rilevabile; ;iC1;; 
136-3;136;Non rilevabile; ;iC1;; 
136-4;136;Non rilevabile; ;iC1;; 
137-1;137;Como;Non applicabile;iC1;;For Profit
138-1;138;Brescia;Non applicabile;iC1;;No Profit
139-1;139;Pavia;Non applicabile;iC1;;No Profit
140-1;140;Milano;4;iC1;;No Profit
140-2;140;Non rilevabile; ;iC1;; 
140-3;140;Non rilevabile; ;iC1;; 
140-4;140;Non rilevabile; ;iC1;; 
140-5;140;Non rilevabile; ;iC1;; 
141-1;141;Milano;Non applicabile;iC1;;Non rilevabile
142-1;142;Milano;Non applicabile;iC1;;For Profit
143-1;143;Brescia;Non rilevabile;iC1;;Non rilevabile
144-1;144;Milano;Non applicabile;iC1;;Non rilevabile
145-1;145;Lecco;5;iC1;;No Profit
145-2;145;Non rilevabile; ;iC1;; 
145-3;145;Non rilevabile; ;iC1;; 
145-4;145;Non rilevabile; ;iC1;; 
145-5;145;Non rilevabile; ;iC1;; 
145-6;145;Non rilevabile; ;iC1;; 
146-1;146;Brescia;Non applicabile;iC1;;No Profit
147-1;147;Milano;Non applicabile;iC1;;For Profit
148-1;148;Milano;3;iC1;;Non rilevabile
148-2;148;Non rilevabile; ;iC1;; 
148-3;148;Non rilevabile; ;iC1;; 
148-4;148;Non rilevabile; ;iC1;; 
149-1;149;Brescia;Non applicabile;iC1;;No Profit
150-1;150;Milano;Non applicabile;iC1;;Non rilevabile
151-1;151;Milano;3;iC1;;No Profit
151-2;151;Non rilevabile; ;iC1;; 
151-3;151;Non rilevabile; ;iC1;; 
151-4;151;Non rilevabile; ;iC1;; 
152-1;152;Milano;Non applicabile;iC1;;Non rilevabile
153-1;153;Varese;Non applicabile;iC1;;No Profit
154-1;154;Milano;Non applicabile;iC1;;No Profit
155-1;155;Bergamo;Non applicabile;iC1;;For Profit
156-1;156;Milano;Non applicabile;iC1;;Non rilevabile
157-1;157;Brescia;1;iC1;;No Profit
157-2;157;Non rilevabile; ;iC1;; 
158-1;158;Milano;Non applicabile;iC1;;No Profit
159-1;159;Milano;Non applicabile;iC1;;Non rilevabile
160-1;160;Milano;3;iC1;;No Profit
160-2;160;Non rilevabile; ;iC1;; 
160-3;160;Non rilevabile; ;iC1;; 
160-4;160;Non rilevabile; ;iC1;; 
161-1;161;Milano;7;iC1;;No Profit
161-2;161;Non rilevabile; ;iC1;; 
161-3;161;Non rilevabile; ;iC1;; 
161-4;161;Non rilevabile; ;iC1;; 
161-5;161;Non rilevabile; ;iC1;; 
161-6;161;Non rilevabile; ;iC1;; 
161-7;161;Non rilevabile; ;iC1;; 
161-8;161;Non rilevabile; ;iC1;; 
162-1;162;Milano;Non applicabile;iC1;;Non rilevabile
163-1;163;Bergamo;1;iC1;;No Profit
163-2;163;Non rilevabile; ;iC1;; 
164-1;164;Brescia;Non applicabile;iC1;;No Profit
165-1;165;Brescia;Non applicabile;iC1;;No Profit
166-1;166;Milano;2;iC1;;Non rilevabile
166-2;166;Non rilevabile; ;iC1;; 
166-3;166;Non rilevabile; ;iC1;; 
167-1;167;Milano;1;iC1;;Non rilevabile
167-2;167;Non rilevabile; ;iC1;; 
168-1;168;Milano;5;iC1;;No Profit
168-2;168;Non rilevabile; ;iC1;; 
168-3;168;Non rilevabile; ;iC1;; 
168-4;168;Non rilevabile; ;iC1;; 
168-5;168;Non rilevabile; ;iC1;; 
168-6;168;Non rilevabile; ;iC1;; 
169-1;169;Milano;3;iC1;;Non rilevabile
169-2;169;Non rilevabile; ;iC1;; 
169-3;169;Non rilevabile; ;iC1;; 
169-4;169;Non rilevabile; ;iC1;; 
170-1;170;Varese;1;iC1;;No Profit
170-2;170;Non rilevabile; ;iC1;; 
171-1;171;Mantova;3;iC1;;Non rilevabile
171-2;171;Non rilevabile; ;iC1;; 
171-3;171;Non rilevabile; ;iC1;; 
171-4;171;Non rilevabile; ;iC1;; 
172-1;172;Milano;Non applicabile;iC1;;Non rilevabile
173-1;173;Varese;Non applicabile;iC1;;No Profit
174-1;174;Milano;2;iC1;;Non rilevabile
174-2;174;Non rilevabile; ;iC1;; 
174-3;174;Non rilevabile; ;iC1;; 
175-1;175;Milano;Non applicabile;iC1;;No Profit
176-1;176;Milano;1;iC1;;No Profit
176-2;176;Non rilevabile; ;iC1;; 
177-1;177;Milano;2;iC1;;No Profit
177-2;177;Non rilevabile; ;iC1;; 
177-3;177;Non rilevabile; ;iC1;; 
178-1;178;Altra provincia italiana;10;iC1;;For Profit
178-2;178;Non rilevabile; ;iC1;; 
178-3;178;Non rilevabile; ;iC1;; 
178-4;178;Non rilevabile; ;iC1;; 
178-5;178;Non rilevabile; ;iC1;; 
178-6;178;Non rilevabile; ;iC1;; 
178-7;178;Non rilevabile; ;iC1;; 
178-8;178;Non rilevabile; ;iC1;; 
178-9;178;Non rilevabile; ;iC1;; 
178-10;178;Non rilevabile; ;iC1;; 
178-11;178;Non rilevabile; ;iC1;; 
179-1;179;Lecco;Non applicabile;iC1;;No Profit
180-1;180;Milano;1;iC1;;For Profit
180-2;180;Non rilevabile; ;iC1;; 
181-1;181;Cremona;Non applicabile;iC1;;Non rilevabile
182-1;182;Bergamo;1;iC1;;Non rilevabile
182-2;182;Non rilevabile; ;iC1;; 
183-1;183;Altra provincia italiana;4;iC1;;Non rilevabile
183-2;183;Non rilevabile; ;iC1;; 
183-3;183;Non rilevabile; ;iC1;; 
183-4;183;Non rilevabile; ;iC1;; 
183-5;183;Non rilevabile; ;iC1;; 
184-1;184;Cremona;4;iC1;;Non rilevabile
184-2;184;Non rilevabile; ;iC1;; 
184-3;184;Non rilevabile; ;iC1;; 
184-4;184;Non rilevabile; ;iC1;; 
184-5;184;Non rilevabile; ;iC1;; 
185-1;185;Milano;Non applicabile;iC1;;For Profit
186-1;186;Milano;Non applicabile;iC1;;No Profit
187-1;187;Milano;4;iC1;;No Profit
187-2;187;Non rilevabile; ;iC1;; 
187-3;187;Non rilevabile; ;iC1;; 
187-4;187;Non rilevabile; ;iC1;; 
187-5;187;Non rilevabile; ;iC1;; 
188-1;188;Milano;Non applicabile;iC1;;Non rilevabile
189-1;189;Milano;Non applicabile;iC1;;No Profit
190-1;190;Milano;Non applicabile;iC1;;No Profit
191-1;191;Milano;2;iC1;;No Profit
191-2;191;Non rilevabile; ;iC1;; 
191-3;191;Non rilevabile; ;iC1;; 
192-1;192;Milano;1;iC1;;No Profit
192-2;192;Non rilevabile; ;iC1;; 
193-1;193;Milano;2;iC1;;No Profit
193-2;193;Non rilevabile; ;iC1;; 
193-3;193;Non rilevabile; ;iC1;; 
194-1;194;Milano;4;iC1;;Non rilevabile
194-2;194;Non rilevabile; ;iC1;; 
194-3;194;Non rilevabile; ;iC1;; 
194-4;194;Non rilevabile; ;iC1;; 
194-5;194;Non rilevabile; ;iC1;; 
195-1;195;Altra provincia italiana;1;iC1;;No Profit
195-2;195;Non rilevabile; ;iC1;; 
196-1;196;Milano;2;iC1;;No Profit
196-2;196;Non rilevabile; ;iC1;; 
196-3;196;Non rilevabile; ;iC1;; 
197-1;197;Milano;5;iC1;;No Profit
197-2;197;Non rilevabile; ;iC1;; 
197-3;197;Non rilevabile; ;iC1;; 
197-4;197;Non rilevabile; ;iC1;; 
197-5;197;Non rilevabile; ;iC1;; 
197-6;197;Non rilevabile; ;iC1;; 
198-1;198;Milano;Non rilevabile;iC1;;No Profit
199-1;199;Varese;Non applicabile;iC1;;No Profit
200-1;200;Milano;1;iC1;;No Profit
200-2;200;Non rilevabile; ;iC1;; 
201-1;201;Milano;Non applicabile;iC1;;No Profit
202-1;202;Milano;Non applicabile;iC1;;For Profit
203-1;203;Milano;Non applicabile;iC1;;For Profit
204-1;204;Milano;3;iC1;;Non rilevabile
204-2;204;Non rilevabile; ;iC1;; 
204-3;204;Non rilevabile; ;iC1;; 
204-4;204;Non rilevabile; ;iC1;; 
205-1;205;Milano;1;iC1;;No Profit
205-2;205;Non rilevabile; ;iC1;; 
206-1;206;Bergamo;Non applicabile;iC1;;No Profit
207-1;207;Milano;Non applicabile;iC1;;No Profit
208-1;208;Como;4;iC1;;No Profit
208-2;208;Non rilevabile; ;iC1;; 
208-3;208;Non rilevabile; ;iC1;; 
208-4;208;Non rilevabile; ;iC1;; 
208-5;208;Non rilevabile; ;iC1;; 
209-1;209;Milano;1;iC1;;No Profit
209-2;209;Non rilevabile; ;iC1;; 
210-1;210;Monza e della Brianza;3;iC1;;No Profit
210-2;210;Non rilevabile; ;iC1;; 
210-3;210;Non rilevabile; ;iC1;; 
210-4;210;Non rilevabile; ;iC1;; 
211-1;211;Monza e della Brianza;1;iC1;;For Profit
211-2;211;Non rilevabile; ;iC1;; 
212-1;212;Milano;4;iC1;;No Profit
212-2;212;Non rilevabile; ;iC1;; 
212-3;212;Non rilevabile; ;iC1;; 
212-4;212;Non rilevabile; ;iC1;; 
212-5;212;Non rilevabile; ;iC1;; 
213-1;213;Milano;1;iC1;;No Profit
213-2;213;Non rilevabile; ;iC1;; 
214-1;214;Milano;2;iC1;;For Profit
214-2;214;Non rilevabile; ;iC1;; 
214-3;214;Non rilevabile; ;iC1;; 
215-1;215;Milano;2;iC1;;No Profit
215-2;215;Non rilevabile; ;iC1;; 
215-3;215;Non rilevabile; ;iC1;; 
216-1;216;Bergamo;Non applicabile;iC1;;No Profit
217-1;217;Varese;Non applicabile;iC1;;No Profit
218-1;218;Bergamo;4;iC1;;For Profit
218-2;218;Non rilevabile; ;iC1;; 
218-3;218;Non rilevabile; ;iC1;; 
218-4;218;Non rilevabile; ;iC1;; 
218-5;218;Non rilevabile; ;iC1;; 
219-1;219;Milano;Non applicabile;iC1;;No Profit
220-1;220;Milano;Non applicabile;iC1;;No Profit
221-1;221;Milano;Non applicabile;iC1;;No Profit
222-1;222;Milano;2;iC1;;No Profit
222-2;222;Non rilevabile; ;iC1;; 
222-3;222;Non rilevabile; ;iC1;; 
223-1;223;Milano;2;iC1;;No Profit
223-2;223;Non rilevabile; ;iC1;; 
223-3;223;Non rilevabile; ;iC1;; 
224-1;224;Brescia;1;iC1;;No Profit
224-2;224;Non rilevabile; ;iC1;; 
225-1;225;Altra provincia italiana;Non rilevabile;iC1;;Non rilevabile
226-1;226;Milano;4;iC1;;No Profit
226-2;226;Non rilevabile; ;iC1;; 
226-3;226;Non rilevabile; ;iC1;; 
226-4;226;Non rilevabile; ;iC1;; 
226-5;226;Non rilevabile; ;iC1;; 
227-1;227;Milano;1;iC1;;Non rilevabile
227-2;227;Non rilevabile; ;iC1;; 
228-1;228;Milano;2;iC1;;No Profit
228-2;228;Non rilevabile; ;iC1;; 
228-3;228;Non rilevabile; ;iC1;; 
229-1;229;Milano;2;iC1;;No Profit
229-2;229;Non rilevabile; ;iC1;; 
229-3;229;Non rilevabile; ;iC1;; 
230-1;230;Milano;Non applicabile;iC1;;Non rilevabile
231-1;231;Milano;Non applicabile;iC1;;Non rilevabile
232-1;232;Non rilevabile;Non applicabile;iC1;;Non rilevabile
233-1;233;Bergamo;1;iC1;;Non rilevabile
233-2;233;Non rilevabile; ;iC1;; 
234-1;234;Milano;Non applicabile;iC1;;No Profit
235-1;235;Altra provincia lombarda;4;iC1;;No Profit
235-2;235;Non rilevabile; ;iC1;; 
235-3;235;Non rilevabile; ;iC1;; 
