EDIZIONE,ID.PROG,ID.TEAM,PROV,ETA.CL,SESSO,TITSTUD,LAUREA,PROF,SETPROF,MODPART,TEAM,AGIURID,T.PROG,AMBITO1,AMBITO2,ARCHITET,ARCH.BIB,ARTI.VIS,ARTIGIAN,AUDIOVIS,DESIGN,EDITORIA,PATRIMON,SPETTAC,AM.ALTRO,REPLICA,REP.DOVE,REP.SETT,REP.SE.Q,AVANZAM,AVANZ.D,IMPATTO1,IMPATTO2,ACCESSO,CONSERV,DIST.COM,EDUCAZ,FRUIZ,FUNDRAIS,PARTECIP,PRODUZ,PROMOZ,RIC.FORM,INF.PROG1,INF.PROG2,CARENZA1,CARENZA2,CARENZA3,ARTISTI,TURISTI,STUDENTI,FAMIGLIE,SCUO.UNI,APPASS,OPERAT,PROF.CRE,IST.CULT,PA,IMPRESE,TAR.ALTR,FILTR.PR,filter_$
iC3,96,2,Non rilevabile,25-29 anni,Non rilevabile,Laurea,Ingegneria civile e Architettura, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,96,3,Non rilevabile,30-34 anni,Non rilevabile,Laurea,Scienze politiche e sociali, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,97,Proponente,Altra provincia italiana,30-34 anni,Femmina,Post-laurea,Scienze politiche e sociali, , , ,1, , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Progettazione, , , ,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente, , , , , ,Assente,Presente,Assente,Assente,Presente,Assente,Presente,Presente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC3,97,2,Non rilevabile,25-29 anni,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,98,Proponente,Altra provincia italiana,35-39 anni,Femmina,Laurea,Scienze giuridiche, , , ,5, , , , ,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Concept, , , ,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente, , , , , ,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC3,98,2,Non rilevabile,35-39 anni,Non rilevabile,Laurea,"Scienze storiche, filosofiche, pedagogiche e psicologiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,98,3,Non rilevabile,40-44 anni,Non rilevabile,Post-laurea,"Scienze storiche, filosofiche, pedagogiche e psicologiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,98,4,Non rilevabile,30-34 anni,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,98,5,Non rilevabile,30-34 anni,Non rilevabile,Post-laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,98,6,Non rilevabile,35-39 anni,Non rilevabile,Post-laurea,"Scienze storiche, filosofiche, pedagogiche e psicologiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,99,Proponente,Varese,25-29 anni,Femmina,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , ,1, , , , ,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Diffusione & sviluppo, , , ,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente, , , , , ,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC3,99,2,Non rilevabile,60 anni e oltre,Non rilevabile,Laurea,"Scienze storiche, filosofiche, pedagogiche e psicologiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,100,Proponente,Bergamo,25-29 anni,Femmina,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , ,5, , , , ,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Idea completamente nuova, , , ,Concept, , , ,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente, , , , , ,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC3,100,2,Non rilevabile,25-29 anni,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,100,3,Non rilevabile,25-29 anni,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,100,4,Non rilevabile,25-29 anni,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,100,5,Non rilevabile,25-29 anni,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,100,6,Non rilevabile,25-29 anni,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,101,Proponente,Altra provincia italiana,30-34 anni,Femmina,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , ,1, , , , ,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Idea completamente nuova, , , ,Progettazione, , , ,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente, , , , , ,Presente,Presente,Assente,Assente,Assente,Presente,Presente,Assente,Presente,Presente,Presente,Presente,Selezionato,Not Selected
iC3,101,2,Non rilevabile,35-39 anni,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,102,Proponente,Altra provincia italiana,40-44 anni,Femmina,Laurea,Scienze giuridiche, , , ,2, , , , ,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Diffusione & sviluppo, , , ,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente, , , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC3,102,2,Non rilevabile,50-54 anni,Non rilevabile,Laurea,Ingegneria civile e Architettura, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,102,3,Non rilevabile,40-44 anni,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,103,Proponente,Bergamo,25-29 anni,Femmina,Laurea,Scienze giuridiche, , , ,5, , , , ,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Idea completamente nuova, , , ,Progettazione, , , ,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente, , , , , ,Assente,Assente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC3,103,2,Non rilevabile,50-54 anni,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,103,3,Non rilevabile,45-49 anni,Non rilevabile,Post-laurea,Scienze giuridiche, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,103,4,Non rilevabile,25-29 anni,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,103,5,Non rilevabile,40-44 anni,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,103,6,Non rilevabile,50-54 anni,Non rilevabile,Post-laurea,"Scienze storiche, filosofiche, pedagogiche e psicologiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,104,Proponente,Milano,30-34 anni,Femmina,Post-laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , ,1, , , , ,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Idea completamente nuova, , , ,Concept, , , ,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente, , , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC3,104,2,Non rilevabile,30-34 anni,Non rilevabile,Post-laurea,Scienze economiche e statistiche, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,105,Proponente,Milano,25-29 anni,Femmina,Laurea,Ingegneria civile e Architettura, , , ,2, , , , ,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Idea completamente nuova, , , ,Diffusione & sviluppo, , , ,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, , , , , ,Assente,Assente,Presente,Assente,Presente,Presente,Assente,Presente,Presente,Assente,Presente,Assente,Selezionato,Not Selected
iC3,105,2,Non rilevabile,25-29 anni,Non rilevabile,Post-laurea,Scienze politiche e sociali, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,105,3,Non rilevabile,30-34 anni,Non rilevabile,Laurea,Scienze matematiche e informatiche, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,106,Proponente,Milano,30-34 anni,Femmina,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , ,2, , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Concept, , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente, , , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC3,106,2,Non rilevabile,35-39 anni,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,106,3,Non rilevabile,35-39 anni,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,107,Proponente,Milano,45-49 anni,Maschio,Post-laurea,Altri settori scientifico-disciplinari, , , ,5, , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Idea completamente nuova, , , ,Progettazione, , , ,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente, , , , , ,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Selezionato,Not Selected
iC3,107,2,Non rilevabile,45-49 anni,Non rilevabile,Post-laurea,Scienze economiche e statistiche, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,107,3,Non rilevabile,45-49 anni,Non rilevabile,Laurea,Scienze politiche e sociali, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,107,4,Non rilevabile,45-49 anni,Non rilevabile,Post-laurea,Ingegneria civile e Architettura, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,107,5,Non rilevabile,30-34 anni,Non rilevabile,Post-laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,107,6,Non rilevabile,40-44 anni,Non rilevabile,Post-laurea,Altri settori scientifico-disciplinari, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,108,Proponente,Altra provincia italiana,25-29 anni,Maschio,Laurea,"Scienze storiche, filosofiche, pedagogiche e psicologiche", , , ,3, , , , ,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Idea completamente nuova, , , ,Concept, , , ,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente, , , , , ,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC3,108,2,Non rilevabile,25-29 anni,Non rilevabile,Laurea,"Scienze storiche, filosofiche, pedagogiche e psicologiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,108,3,Non rilevabile,25-29 anni,Non rilevabile,Laurea,"Scienze storiche, filosofiche, pedagogiche e psicologiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,108,4,Non rilevabile,30-34 anni,Non rilevabile,Laurea,Scienze matematiche e informatiche, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,109,Proponente,Como,50-54 anni,Femmina,Laurea,Scienze matematiche e informatiche, , , ,3, , , , ,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Idea completamente nuova, , , ,Concept, , , ,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente, , , , , ,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC3,109,2,Non rilevabile,50-54 anni,Non rilevabile,Laurea,Ingegneria civile e Architettura, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,109,3,Non rilevabile,45-49 anni,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,109,4,Non rilevabile,45-49 anni,Non rilevabile,Laurea,Scienze economiche e statistiche, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,110,Proponente,Milano,30-34 anni,Maschio,Laurea,Ingegneria civile e Architettura, , , ,1, , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Progettazione, , , ,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente, , , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Selezionato,Not Selected
iC3,110,2,Non rilevabile,Fino a 24 anni,Non rilevabile,Laurea,Ingegneria civile e Architettura, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,111,Proponente,Altra provincia italiana,35-39 anni,Femmina,Laurea,Scienze politiche e sociali, , , ,1, , , , ,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Progettazione, , , ,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente, , , , , ,Assente,Presente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Selezionato,Not Selected
iC3,111,2,Non rilevabile,30-34 anni,Non rilevabile,Laurea,Scienze economiche e statistiche, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,112,Proponente,Varese,45-49 anni,Maschio,Diploma o titolo di studio inferiore,Non applicabile, , , ,5, , , , ,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Sperimentazione, , , ,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, , , , , ,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC3,112,2,Non rilevabile,45-49 anni,Non rilevabile,Laurea,Ingegneria civile e Architettura, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,112,3,Non rilevabile,45-49 anni,Non rilevabile,Post-laurea,Ingegneria civile e Architettura, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
